name,division,max,min,mean,median,twentyfive,seventyfive
Oklahoma City Thunder,northwest,1.35,1.29,1.3200000000000001,1.3300000000000001,1.3,1.3300000000000001
Portland Trail Blazers,northwest,3.25,2.9,3.0749999999999997,3.0750000000000002,2.8999999999999999,3.25
Denver Nuggets,northwest,61.0,4.8,44.966666666666669,51.0,51.0,51.0
Minnesota Timberwolves,northwest,67.0,4.8,52.966666666666669,64.0,53.5,67.0
Utah Jazz,northwest,2501.0,9.55,1102.71,1001.0,1001.0,1001.0
Los Angeles Clippers,pacific,1.36,1.03,1.2883333333333333,1.3400000000000001,1.3075000000000001,1.3574999999999999
Golden State Warriors,pacific,3.5,1.95,2.9916666666666667,3.125,3.0,3.25
Phoenix Suns,pacific,21.0,2.9,13.983333333333334,15.0,13.5,16.5
Los Angeles Lakers,pacific,301.0,6.7,193.61666666666667,226.0,163.5,251.0
Sacramento Kings,pacific,751.0,9.55,405.90999999999997,501.0,17.0,751.0
San Antonio Spurs,southwest,1.28,1.01,1.1933333333333334,1.21,1.2,1.2424999999999999
Houston Rockets,southwest,4.33,1.99,3.73,4.0649999999999995,3.6500000000000004,4.3300000000000001
Dallas Mavericks,southwest,41.0,4.04,31.84,35.5,34.25,39.75
Memphis Grizzlies,southwest,67.0,4.23,44.37166666666667,51.0,39.75,55.5
New Orleans Pelicans,southwest,251.0,9.55,139.92499999999998,138.5,107.25,188.5
Brooklyn Nets,atlantic,2.1,1.48,1.9466666666666665,2.0249999999999999,1.9624999999999999,2.0875000000000004
Toronto Raptors,atlantic,2.15,1.1,1.9000000000000001,2.0249999999999999,2.0,2.0875000000000004
New York Knicks,atlantic,9.5,1.97,7.8283333333333331,9.0,8.625,9.0
Boston Celtics,atlantic,51.0,2.95,37.991666666666667,41.0,41.0,48.5
Philadelphia 76ers,atlantic,101.0,2.95,68.99166666666666,74.0,62.5,96.0
Indiana Pacers,central,1.0,1.0,1.0,1.0,1.0,1.0
Chicago Bulls,central,26.0,1.97,19.594000000000001,26.0,18.0,26.0
Detroit Pistons,central,34.0,7.84,25.167999999999999,29.0,21.0,34.0
Cleveland Cavaliers,central,301.0,7.84,142.36799999999999,151.0,101.0,151.0
Milwaukee Bucks,central,1001.0,10.0,753.25,1001.0,753.25,1001.0
Miami Heat,southeast,1.0,1.0,1.0,1.0,1.0,1.0
Atlanta Hawks,southeast,17.0,6.7,14.540000000000001,17.0,15.0,17.0
Washington Wizards,southeast,26.0,6.7,21.34,26.0,22.0,26.0
Charlotte Bobcats,southeast,101.0,9.55,80.710000000000008,101.0,91.0,101.0
Orlando Magic,southeast,501.0,9.55,212.70999999999998,201.0,151.0,201.0
