name,division,max,min,mean,median,twentyfive,seventyfive
Oklahoma City Thunder,northwest,1.53,1.05,1.3719999999999999,1.4399999999999999,1.3999999999999999,1.4399999999999999
Portland Trail Blazers,northwest,2.65,1.95,2.3500000000000001,2.3999999999999999,2.3500000000000001,2.3999999999999999
Denver Nuggets,northwest,51.0,4.8,35.760000000000005,41.0,41.0,41.0
Minnesota Timberwolves,northwest,67.0,4.8,42.960000000000001,51.0,41.0,51.0
Utah Jazz,northwest,1001.0,9.55,628.13750000000005,751.0,378.13749999999999,1001.0
Los Angeles Clippers,pacific,1.57,1.5,1.5425,1.55,1.5225,1.5700000000000001
Golden State Warriors,pacific,2.5,1.53,2.2075,2.3999999999999999,2.1824999999999997,2.4249999999999998
Phoenix Suns,pacific,26.0,2.9,16.725000000000001,19.0,14.975,20.75
Los Angeles Lakers,pacific,151.0,6.7,84.924999999999997,91.0,62.424999999999997,113.5
Sacramento Kings,pacific,501.0,9.55,278.13749999999999,301.0,78.137500000000003,501.0
San Antonio Spurs,southwest,1.2,1.01,1.1579999999999999,1.2,1.1799999999999999,1.2
Houston Rockets,southwest,4.75,1.99,3.9939999999999998,4.4000000000000004,4.3300000000000001,4.5
Dallas Mavericks,southwest,34.0,4.04,27.407999999999998,34.0,31.0,34.0
Memphis Grizzlies,southwest,67.0,4.23,48.045999999999999,51.0,51.0,67.0
New Orleans Pelicans,southwest,251.0,9.55,117.70999999999999,101.0,101.0,126.0
Toronto Raptors,atlantic,2.3,1.1,2.02,2.2000000000000002,2.2000000000000002,2.2999999999999998
Brooklyn Nets,atlantic,2.4,1.97,2.302,2.3799999999999999,2.3799999999999999,2.3799999999999999
New York Knicks,atlantic,6.5,1.97,5.3439999999999994,6.0,6.0,6.25
Boston Celtics,atlantic,15.0,2.95,11.190000000000001,12.0,11.0,15.0
Philadelphia 76ers,atlantic,81.0,2.95,53.789999999999999,67.0,51.0,67.0
Indiana Pacers,central,1.0,1.0,1.0,1.0,1.0,1.0
Chicago Bulls,central,21.0,1.97,14.7425,18.0,13.2425,19.5
Detroit Pistons,central,26.0,7.84,20.460000000000001,24.0,19.210000000000001,25.25
Cleveland Cavaliers,central,151.0,7.84,115.20999999999999,151.0,115.20999999999999,151.0
Milwaukee Bucks,central,1001.0,10.0,504.0,501.0,255.5,751.0
Miami Heat,southeast,1.01,1.01,1.01,1.01,1.01,1.01
Atlanta Hawks,southeast,17.0,6.7,13.925000000000001,16.0,12.925000000000001,17.0
Washington Wizards,southeast,26.0,6.7,20.675000000000001,25.0,19.675000000000001,26.0
Charlotte Bobcats,southeast,101.0,9.55,68.137500000000003,81.0,63.137500000000003,86.0
Orlando Magic,southeast,501.0,9.55,253.84999999999999,251.0,130.27500000000001,376.0
