name,division,max,min,mean,median,twentyfive,seventyfive
Oklahoma City Thunder,northwest,1.45,1.05,1.3887499999999999,1.4399999999999999,1.4300000000000002,1.4425000000000001
Portland Trail Blazers,northwest,2.7,1.95,2.46875,2.5,2.4750000000000001,2.6000000000000001
Denver Nuggets,northwest,51.0,4.8,42.725000000000001,51.0,41.0,51.0
Minnesota Timberwolves,northwest,67.0,4.8,49.225000000000001,51.0,51.0,55.0
Utah Jazz,northwest,2001.0,9.55,930.7928571428572,1001.0,751.0,1001.0
Los Angeles Clippers,pacific,1.56,1.44,1.5214285714285716,1.53,1.53,1.53
Golden State Warriors,pacific,2.62,1.53,2.3314285714285714,2.3999999999999999,2.3849999999999998,2.5
Phoenix Suns,pacific,21.0,2.9,18.414285714285715,21.0,21.0,21.0
Los Angeles Lakers,pacific,251.0,6.7,130.3857142857143,101.0,101.0,176.0
Sacramento Kings,pacific,751.0,9.55,409.36428571428576,501.0,301.0,501.0
San Antonio Spurs,southwest,1.22,1.01,1.17875,1.2,1.2,1.2
Houston Rockets,southwest,4.5,1.99,4.165,4.5,4.4574999999999996,4.5
Dallas Mavericks,southwest,34.0,3.94,29.6175,34.0,32.75,34.0
Memphis Grizzlies,southwest,67.0,4.23,54.403750000000002,64.0,51.0,67.0
New Orleans Pelicans,southwest,251.0,9.55,123.94374999999999,101.0,101.0,144.75
Toronto Raptors,atlantic,2.3,1.28,2.097142857142857,2.25,2.1749999999999998,2.25
Brooklyn Nets,atlantic,2.3,1.69,2.1200000000000001,2.2000000000000002,2.0750000000000002,2.25
New York Knicks,atlantic,7.5,1.97,6.4957142857142856,7.5,6.75,7.5
Boston Celtics,atlantic,17.0,2.95,14.421428571428573,17.0,15.0,17.0
Philadelphia 76ers,atlantic,81.0,2.95,59.850000000000001,67.0,67.0,67.0
Indiana Pacers,central,1.0,1.0,1.0,1.0,1.0,1.0
Chicago Bulls,central,21.0,1.97,16.995714285714286,19.0,18.5,20.0
Detroit Pistons,central,26.0,7.84,22.834285714285716,26.0,24.0,26.0
Cleveland Cavaliers,central,201.0,7.84,123.4057142857143,151.0,101.0,151.0
Milwaukee Bucks,central,1001.0,10.0,585.83333333333337,501.0,501.0,876.0
Miami Heat,southeast,1.01,1.01,1.01,1.01,1.01,1.01
Atlanta Hawks,southeast,17.0,6.7,15.242857142857144,17.0,16.0,17.0
Washington Wizards,southeast,29.0,6.7,23.814285714285713,26.0,25.0,27.5
Charlotte Bobcats,southeast,101.0,9.55,83.649999999999991,101.0,86.0,101.0
Orlando Magic,southeast,501.0,9.55,244.09166666666667,226.0,201.0,288.5
