name,division,max,min,mean,median,twentyfive,seventyfive
Oklahoma City Thunder,northwest,1.44,1.05,1.3459999999999999,1.3999999999999999,1.3999999999999999,1.4399999999999999
Portland Trail Blazers,northwest,2.75,1.95,2.5899999999999999,2.75,2.75,2.75
Denver Nuggets,northwest,41.0,4.8,32.359999999999999,41.0,34.0,41.0
Minnesota Timberwolves,northwest,41.0,4.8,29.960000000000001,34.0,29.0,41.0
Utah Jazz,northwest,2001.0,9.55,902.71000000000004,1001.0,501.0,1001.0
Los Angeles Clippers,pacific,1.56,1.5,1.5225,1.5150000000000001,1.5,1.5375000000000001
Golden State Warriors,pacific,2.45,1.53,2.2075,2.4249999999999998,2.1824999999999997,2.4500000000000002
Phoenix Suns,pacific,23.0,2.9,14.975,17.0,13.475,18.5
Los Angeles Lakers,pacific,101.0,6.7,72.424999999999997,91.0,62.424999999999997,101.0
Sacramento Kings,pacific,501.0,9.55,253.13749999999999,251.0,153.13749999999999,351.0
San Antonio Spurs,southwest,1.25,1.01,1.1899999999999999,1.25,1.1899999999999999,1.25
Houston Rockets,southwest,4.0,1.99,3.3975,3.7999999999999998,3.1975000000000002,4.0
Dallas Mavericks,southwest,31.0,3.94,22.484999999999999,27.5,20.484999999999999,29.5
Memphis Grizzlies,southwest,101.0,4.23,55.807499999999997,59.0,39.307499999999997,75.5
New Orleans Pelicans,southwest,201.0,9.55,108.1375,111.0,78.137500000000003,141.0
Toronto Raptors,atlantic,2.38,1.1,2.0460000000000003,2.25,2.25,2.25
Brooklyn Nets,atlantic,2.75,1.97,2.492,2.6200000000000001,2.5,2.6200000000000001
New York Knicks,atlantic,5.5,1.97,4.5939999999999994,5.0,5.0,5.5
Boston Celtics,atlantic,11.0,2.95,8.7900000000000009,10.0,9.0,11.0
Philadelphia 76ers,atlantic,81.0,2.95,45.390000000000001,51.0,41.0,51.0
Indiana Pacers,central,1.01,1.0,1.0066666666666666,1.01,1.0049999999999999,1.01
Chicago Bulls,central,21.0,1.97,14.7425,18.0,13.2425,19.5
Detroit Pistons,central,26.0,7.84,19.710000000000001,22.5,18.460000000000001,23.75
Cleveland Cavaliers,central,151.0,7.84,102.70999999999999,126.0,96.459999999999994,132.25
Milwaukee Bucks,central,1001.0,10.0,503.25,501.0,378.25,626.0
Miami Heat,southeast,1.01,1.01,1.01,1.01,1.01,1.01
Atlanta Hawks,southeast,17.0,6.7,13.925000000000001,16.0,12.925000000000001,17.0
Washington Wizards,southeast,29.0,6.7,19.925000000000001,22.0,17.425000000000001,24.5
Charlotte Bobcats,southeast,101.0,9.55,73.137500000000003,91.0,63.137500000000003,101.0
Orlando Magic,southeast,301.0,9.55,178.13749999999999,201.0,115.6375,263.5
