name,division,max,min,mean,median,twentyfive,seventyfive
Oklahoma City Thunder,northwest,1.45,1.01,1.3671428571428572,1.4299999999999999,1.3999999999999999,1.4399999999999999
Portland Trail Blazers,northwest,2.9,2.5,2.6142857142857143,2.6000000000000001,2.5249999999999999,2.625
Denver Nuggets,northwest,51.0,4.8,41.542857142857144,51.0,41.0,51.0
Minnesota Timberwolves,northwest,67.0,4.8,46.68571428571429,51.0,51.0,51.0
Utah Jazz,northwest,2001.0,9.55,919.0916666666667,1001.0,626.0,1001.0
Los Angeles Clippers,pacific,1.56,1.05,1.4414285714285715,1.53,1.4449999999999998,1.53
Golden State Warriors,pacific,2.5,1.95,2.3814285714285717,2.4500000000000002,2.3849999999999998,2.5
Phoenix Suns,pacific,21.0,2.9,17.557142857142857,21.0,18.0,21.0
Los Angeles Lakers,pacific,251.0,6.7,130.3857142857143,101.0,101.0,176.0
Sacramento Kings,pacific,751.0,9.55,409.36428571428576,501.0,301.0,501.0
San Antonio Spurs,southwest,1.25,1.01,1.1799999999999999,1.2,1.2,1.2150000000000001
Houston Rockets,southwest,4.5,1.99,3.8616666666666668,4.165,3.8875000000000002,4.4574999999999996
Dallas Mavericks,southwest,34.0,3.94,28.156666666666666,34.0,30.25,34.0
Memphis Grizzlies,southwest,67.0,4.23,53.87166666666667,67.0,55.0,67.0
New Orleans Pelicans,southwest,251.0,9.55,131.59166666666667,113.5,101.0,182.25
Brooklyn Nets,atlantic,2.05,1.48,1.9199999999999999,2.0,1.9550000000000001,2.0
Toronto Raptors,atlantic,2.5,1.28,2.2157142857142857,2.2999999999999998,2.2749999999999999,2.4399999999999999
New York Knicks,atlantic,9.0,1.97,7.21,7.5,7.25,8.75
Boston Celtics,atlantic,17.0,2.95,14.421428571428573,17.0,15.0,17.0
Philadelphia 76ers,atlantic,67.0,2.95,57.850000000000001,67.0,67.0,67.0
Indiana Pacers,central,1.0,1.0,1.0,1.0,1.0,1.0
Chicago Bulls,central,26.0,1.97,17.794,21.0,19.0,21.0
Detroit Pistons,central,34.0,7.84,22.968,26.0,21.0,26.0
Cleveland Cavaliers,central,301.0,7.84,142.36799999999999,151.0,101.0,151.0
Milwaukee Bucks,central,1001.0,10.0,753.25,1001.0,753.25,1001.0
Miami Heat,southeast,1.01,1.01,1.01,1.01,1.01,1.01
Atlanta Hawks,southeast,17.0,6.7,14.540000000000001,17.0,15.0,17.0
Washington Wizards,southeast,29.0,6.7,22.34,26.0,24.0,26.0
Charlotte Bobcats,southeast,101.0,9.55,76.710000000000008,91.0,81.0,101.0
Orlando Magic,southeast,501.0,9.55,265.63749999999999,276.0,190.63749999999999,351.0
