name,division,max,min,mean,median,twentyfive,seventyfive
Oklahoma City Thunder,northwest,1.4,1.01,1.335,1.3999999999999999,1.3999999999999999,1.3999999999999999
Portland Trail Blazers,northwest,2.9,2.62,2.7149999999999999,2.6749999999999998,2.6274999999999999,2.7749999999999995
Denver Nuggets,northwest,51.0,4.8,43.300000000000004,51.0,51.0,51.0
Minnesota Timberwolves,northwest,67.0,4.8,48.633333333333333,51.0,51.0,63.0
Utah Jazz,northwest,1001.0,9.55,610.75833333333333,751.0,238.5,1001.0
Los Angeles Clippers,pacific,1.44,1.03,1.3316666666666668,1.3799999999999999,1.3600000000000001,1.3999999999999999
Golden State Warriors,pacific,2.88,1.95,2.6466666666666665,2.75,2.75,2.7874999999999996
Phoenix Suns,pacific,21.0,2.9,17.650000000000002,21.0,19.5,21.0
Los Angeles Lakers,pacific,301.0,6.7,185.28333333333333,201.0,163.5,238.5
Sacramento Kings,pacific,751.0,9.55,402.42500000000001,501.0,238.5,501.0
San Antonio Spurs,southwest,1.22,1.01,1.175,1.2,1.2,1.2150000000000001
Houston Rockets,southwest,4.5,1.99,4.0116666666666667,4.415,4.2699999999999996,4.5
Dallas Mavericks,southwest,41.0,3.94,31.489999999999998,34.5,34.0,39.5
Memphis Grizzlies,southwest,67.0,4.23,48.538333333333334,54.0,51.0,60.0
New Orleans Pelicans,southwest,251.0,9.55,114.925,101.0,101.0,119.75
Brooklyn Nets,atlantic,2.05,1.48,1.905,1.9750000000000001,1.9124999999999999,2.0374999999999996
Toronto Raptors,atlantic,2.25,1.28,2.0466666666666664,2.1749999999999998,2.1499999999999999,2.2374999999999998
New York Knicks,atlantic,9.5,1.97,7.9116666666666662,9.0,9.0,9.0
Boston Celtics,atlantic,21.0,2.95,17.824999999999999,21.0,20.25,21.0
Philadelphia 76ers,atlantic,81.0,2.95,62.491666666666667,71.5,67.0,79.75
Indiana Pacers,central,1.0,1.0,1.0,1.0,1.0,1.0
Chicago Bulls,central,26.0,1.97,19.594000000000001,26.0,18.0,26.0
Detroit Pistons,central,34.0,7.84,25.167999999999999,29.0,21.0,34.0
Cleveland Cavaliers,central,301.0,7.84,142.36799999999999,151.0,101.0,151.0
Milwaukee Bucks,central,1001.0,10.0,632.79999999999995,1001.0,151.0,1001.0
Miami Heat,southeast,1.01,1.0,1.0024999999999999,1.0,1.0,1.0024999999999999
Atlanta Hawks,southeast,17.0,6.7,14.540000000000001,17.0,15.0,17.0
Washington Wizards,southeast,26.0,6.7,21.34,26.0,22.0,26.0
Charlotte Bobcats,southeast,101.0,9.55,80.710000000000008,101.0,91.0,101.0
Orlando Magic,southeast,501.0,9.55,212.70999999999998,201.0,151.0,201.0
