name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
levante,Spain,,5001.0,2501.0,,2501.0,,,501.0,,2501.0,,,,,,,,,2501.0,,2501.0,,,
chelsea,England,2.38,2.5,2.38,,2.38,,2.25,2.5,2.25,,2.38,2.62,2.38,2.38,2.37,2.5,2.3,2.38,,2.3,,2.54,,
man city,England,4.0,4.0,3.75,,3.75,,3.75,4.0,3.75,,3.75,3.5,3.75,3.75,4.0,4.0,3.7,3.75,,3.75,,3.94,,
arsenal,England,5.5,6.0,5.5,,5.5,,6.0,5.5,5.5,,6.0,6.0,6.0,6.0,6.0,5.5,5.5,6.0,,5.0,,5.27,,
man utd,England,6.0,6.0,6.0,,6.0,,5.5,5.5,5.0,,6.0,5.5,5.0,5.5,5.5,5.5,5.5,5.5,,5.0,,6.32,,
liverpool,England,21.0,15.0,17.0,,17.0,,17.0,17.0,15.0,,15.0,15.0,17.0,15.0,17.0,19.0,17.5,15.0,,17.0,,29.0,,
tottenham,England,101.0,67.0,67.0,,67.0,,81.0,67.0,67.0,,81.0,81.0,67.0,81.0,67.0,81.0,76.0,81.0,,51.0,,124.0,,
southampton,England,201.0,151.0,201.0,251.0,201.0,,251.0,201.0,151.0,,251.0,251.0,201.0,201.0,151.0,201.0,201.0,201.0,,151.0,,551.0,,
everton,England,251.0,201.0,251.0,,251.0,,251.0,201.0,151.0,,251.0,251.0,201.0,251.0,151.0,301.0,221.0,251.0,,151.0,,409.0,,
stoke,England,1001.0,1501.0,1001.0,1501.0,1001.0,,1501.0,501.0,501.0,,2001.0,1501.0,1501.0,1001.0,1001.0,1501.0,1001.0,1001.0,,1001.0,,950.0,,
swansea,England,1501.0,1501.0,1001.0,,1001.0,,1501.0,501.0,501.0,,2001.0,1501.0,1001.0,1001.0,1001.0,1501.0,1001.0,1001.0,,501.0,,950.0,,
west ham,England,1501.0,1001.0,1001.0,,1001.0,,1501.0,501.0,501.0,,2001.0,1001.0,501.0,1001.0,1001.0,1501.0,1001.0,1001.0,,501.0,,950.0,,
west brom,England,2001.0,2001.0,2001.0,,2001.0,,2001.0,1001.0,1001.0,,2501.0,2001.0,2001.0,2001.0,2001.0,2001.0,1001.0,2001.0,,1501.0,,950.0,,
aston villa,England,2501.0,2001.0,1501.0,,1501.0,,2001.0,1001.0,1001.0,,3001.0,1501.0,1501.0,1501.0,1001.0,1501.0,1001.0,1501.0,,1001.0,,950.0,,
crystal palace,England,2001.0,2001.0,2001.0,,2001.0,,2501.0,1001.0,1001.0,,3001.0,2001.0,2001.0,1501.0,1501.0,2501.0,1001.0,1501.0,,1501.0,,950.0,,
leicester,England,2001.0,2001.0,2001.0,,2001.0,,2501.0,1001.0,1001.0,,3001.0,2001.0,2001.0,2001.0,1501.0,2501.0,1001.0,2001.0,,1501.0,,950.0,,
newcastle,England,2501.0,1501.0,1001.0,,1001.0,,1501.0,501.0,501.0,,3001.0,1001.0,1501.0,1501.0,501.0,1001.0,1001.0,1501.0,,1001.0,,950.0,,
sunderland,England,3001.0,2001.0,2001.0,,2001.0,,2501.0,1001.0,1001.0,,3501.0,2001.0,2001.0,2501.0,2501.0,2501.0,1001.0,2501.0,,1501.0,,950.0,,
bournemouth,England,5001.0,5001.0,2501.0,,2501.0,,5001.0,2001.0,1001.0,,7501.0,2501.0,5001.0,5001.0,1501.0,5001.0,1001.0,5001.0,,2501.0,,950.0,,
norwich,England,5001.0,5001.0,2001.0,,2001.0,,4001.0,2001.0,1001.0,,7501.0,2501.0,5001.0,5001.0,1501.0,5001.0,1001.0,5001.0,,2501.0,,950.0,,
watford,England,7501.0,5001.0,5001.0,,5001.0,,5001.0,2001.0,1001.0,,7501.0,3001.0,5001.0,5001.0,1501.0,5001.0,1001.0,5001.0,,2501.0,,950.0,,
psg,France,,,,,,,1.02,,,,,,,,,,1.15,,,,,,,
lyon,France,,,,,,,12.0,,,,,,,,,,11.8,,,,,,,
marseille,France,,,,,,,,,,,,,,,,,22.0,,,,,,,
st etienne,France,,,,,,,,,,,,,51.0,,,,31.0,,,,,,,
monaco,France,,,,,,,101.0,,,,,,,,,,7.75,,,,,,,
bordeaux,France,,,,,,,,,,,,,,,,,120.0,,,,,,,
lille,France,,,,,,,,,,,,,,,,,160.0,,,,,,,
lorient,France,,,,,,,1001.0,,,,,,,,,,601.0,,,,,,,
metz,France,,,,,,,1001.0,,,,,,,,,,,,,,,,,
montpellier,France,,,,,,,1001.0,,,,,,,,,,201.0,,,,,,,
nantes,France,,,,,,,1001.0,,,,,,,,,,601.0,,,,,,,
nice,France,,,,,,,1001.0,,,,,,,,,,451.0,,,,,,,
bastia,France,,,,,,,1501.0,,,,,,,,,,651.0,,,,,,,
caen,France,,,,,,,1501.0,,,,,,,,,,1000.0,,,,,,,
toulouse,France,,,,,,,1501.0,,,,,,,,,,451.0,,,,,,,
guingamp,France,,,,,,,2001.0,,,,,,,,,,1000.0,,,,,,,
reims,France,,,,,,,2001.0,,,,,,,,,,801.0,,,,,,,
rennes,France,,,,,,,2501.0,,,,,,,,,,301.0,,,,,,,
evian,France,,,,,,,10001.0,,,,,,,,,,,,,,,,,
lens,France,,,,,,,10001.0,,,,,,,,,,,,,,,,,
juventus,Italy,,,,,,,,,,1.6,,,,,,,,,1.6,,1.6,,,
roma,Italy,,,,,,,,,,6.5,,,,,,,,,6.5,,6.5,,,
napoli,Italy,,,,,,,,,,7.0,,,,,,,,,7.0,,7.0,,,
inter,Italy,,,,,,,,,,15.0,,,,,,,,,15.0,,15.0,,,
lazio,Italy,,,,,,,,,,15.0,,,,,,,,,15.0,,15.0,,,
fiorentina,Italy,,,,,,,,,,21.0,,,,,,,,,21.0,,21.0,,,
ac milan,Italy,,,,,,,,,,26.0,,,,,,,,,26.0,,26.0,,,
udinese,Italy,,,,,,,301.0,,,351.0,,,,,,,,,351.0,,351.0,,,
torino,Italy,,,,,,,501.0,,,351.0,,,,,,,,,351.0,,351.0,,,
sampdoria,Italy,,,,,,,751.0,,,351.0,,,,,,,,,351.0,,351.0,,,
parma,Italy,,,,,,,1001.0,,,,,,,,,,,,,,,,,
genoa,Italy,,,,,,,1501.0,,,351.0,,,,,,,,,351.0,,351.0,,,
palermo,Italy,,,,,,,1501.0,,,1500.0,,,,,,,,,1500.0,,1500.0,,,
atalanta,Italy,,,,,,,1501.0,,,2000.0,,,,,,,,,2000.0,,2000.0,,,
verona,Italy,,,,,,,1001.0,,,2000.0,,,,,,,,,2000.0,,2000.0,,,
cagliari,Italy,,,,,,,2001.0,,,,,,,,,,,,,,,,,
empoli,Italy,,,,,,,2001.0,,,1500.0,,,,,,,,,1500.0,,1500.0,,,
cesena,Italy,,,,,,,2501.0,,,,,,,,,,,,,,,,,
chievo,Italy,,,,,,,2501.0,,,2000.0,,,,,,,,,2000.0,,2000.0,,,
sassuolo,Italy,,,,,,,2501.0,,,2000.0,,,,,,,,,2000.0,,2000.0,,,
psv,Holland,,,,,,,,,,2.3,,,,,,,,,2.3,,2.3,,,
ajax,Holland,,,,,,,,,,2.4,,,,,,,,,2.4,,2.4,,,
feyenoord,Holland,,,,,,,,,,6.5,,,,,,,,,6.5,,6.5,,,
vitesse,Holland,,,,,,,,,,36.0,,,,,,,,,36.0,,36.0,,,
az alkmaar,Holland,,,,,,,,,,51.0,,,,,,,,,51.0,,51.0,,,
twente,Holland,,,,,,,,,,51.0,,,,,,,,,51.0,,51.0,,,
heerenveen,Holland,,,,,,,,,,71.0,,,,,,,,,71.0,,71.0,,,
zwolle,Holland,,,,,,,,,,101.0,,,,,,,,,101.0,,101.0,,,
groningen,Holland,,,,,,,,,,201.0,,,,,,,,,201.0,,201.0,,,
utrecht,Holland,,,,,,,,,,401.0,,,,,,,,,401.0,,401.0,,,
cambuur,Holland,,,,,,,,,,501.0,,,,,,,,,501.0,,501.0,,,
willem ii,Holland,,,,,,,,,,501.0,,,,,,,,,501.0,,501.0,,,
den haag,Holland,,,,,,,,,,751.0,,,,,,,,,751.0,,751.0,,,
heracles,Holland,,,,,,,,,,751.0,,,,,,,,,751.0,,751.0,,,
sbv excelsior,Holland,,,,,,,,,,901.0,,,,,,,,,901.0,,901.0,,,
benfica,Portugal,,,,,,,1.02,,,,,,,,,,,,,,,,,
porto,Portugal,,,,,,,15.0,,,,,,,,,,,,,,,,,
galatasaray,Turkey,,,,,,,1.14,,,,,,,,,,,,,,,,,
fenerbahce,Turkey,,,,,,,5.0,,,,,,,,,,,,,,,,,
besiktas,Turkey,,,,,,,34.0,,,,,,,,,,,,,,,,,
bursaspor,Turkey,,,,,,,67.0,,,,,,,,,,,,,,,,,
eskisehirspor,Turkey,,,,,,,67.0,,,,,,,,,,,,,,,,,
gaziantepspor,Turkey,,,,,,,67.0,,,,,,,,,,,,,,,,,
mersin i y,Turkey,,,,,,,67.0,,,,,,,,,,,,,,,,,
akhisar,Turkey,,,,,,,101.0,,,,,,,,,,,,,,,,,
genclerbirligi,Turkey,,,,,,,101.0,,,,,,,,,,,,,,,,,
sivasspor,Turkey,,,,,,,101.0,,,,,,,,,,,,,,,,,
istanbul bb,Turkey,,,,,,,126.0,,,,,,,,,,,,,,,,,
karabukspor,Turkey,,,,,,,126.0,,,,,,,,,,,,,,,,,
rizespor,Turkey,,,,,,,151.0,,,,,,,,,,,,,,,,,
balikesirspor,Turkey,,,,,,,751.0,,,,,,,,,,,,,,,,,
erciyesspor,Turkey,,,,,,,1001.0,,,,,,,,,,,,,,,,,
konyaspor,Turkey,,,,,,,1001.0,,,,,,,,,,,,,,,,,
