name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,,1.05,,1.04,1.05,,1.05,1.05,1.05,,,,,1.05,,1.05,,,1.05,,,,1.05,1.04,
bor dortmund,Germany,,17.0,,19.0,17.0,,17.0,17.0,17.0,,,,,17.0,,17.0,,,17.0,,,,24.0,18.9,
bayer leverkusen,Germany,,21.0,,26.0,26.0,,26.0,26.0,21.0,,,,,26.0,,26.0,,,26.0,,,,,39.0,
vfl wolfsburg,Germany,,67.0,,67.0,67.0,,67.0,67.0,51.0,,,,,67.0,,67.0,,,67.0,,,,105.0,97.0,
schalke 04,Germany,,81.0,,81.0,81.0,,81.0,81.0,51.0,,,,,81.0,,81.0,,,81.0,,,,,223.0,
bor monchengladbach,Germany,,126.0,,101.0,126.0,,126.0,101.0,67.0,,,,,101.0,,126.0,,,101.0,,,,114.0,91.0,
hoffenheim,Germany,,151.0,,126.0,151.0,,126.0,176.0,151.0,,,,,151.0,,151.0,,,151.0,,,,247.0,182.0,
mainz 05,Germany,,501.0,,401.0,401.0,,401.0,501.0,301.0,,,,,251.0,,501.0,,,251.0,,,,,417.0,
eintracht frankfurt,Germany,,,,501.0,1001.0,,1001.0,251.0,1001.0,,,,,251.0,,1001.0,,,251.0,,,,162.0,144.0,
vfb stuttgart,Germany,,,,751.0,1001.0,,1001.0,201.0,301.0,,,,,751.0,,1001.0,,,751.0,,,,,844.0,
hannover 96,Germany,,,,751.0,751.0,,501.0,501.0,501.0,,,,,501.0,,1501.0,,,501.0,,,,114.0,87.0,
fc koln,Germany,,,,1001.0,1001.0,,1001.0,501.0,1001.0,,,,,751.0,,1501.0,,,751.0,,,,950.0,97.0,
hertha berlin,Germany,,,,751.0,1001.0,,1501.0,501.0,1001.0,,,,,751.0,,1001.0,,,751.0,,,,950.0,844.0,
augsburg,Germany,,,,501.0,751.0,,2001.0,501.0,1001.0,,,,,751.0,,1001.0,,,751.0,,,,,97.0,
