name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,1.03,1.06,1.05,1.05,1.05,1.05,1.05,1.06,1.06,1.04,1.06,1.03,,1.07,,1.06,1.06,,1.07,1.04,1.05,1.04,1.05,1.04,
bor dortmund,Germany,34.0,15.0,17.0,17.0,17.0,15.0,15.0,17.0,17.0,30.0,13.0,26.0,,15.0,,17.0,15.0,,15.0,30.0,17.0,30.0,19.0,13.1,
bayer leverkusen,Germany,34.0,21.0,26.0,26.0,26.0,23.0,21.0,34.0,21.0,35.0,21.0,51.0,,21.0,,23.0,21.0,,21.0,35.0,26.0,35.0,52.0,40.0,
vfl wolfsburg,Germany,101.0,41.0,67.0,51.0,67.0,51.0,67.0,41.0,51.0,100.0,41.0,67.0,,51.0,,67.0,41.0,,51.0,100.0,101.0,100.0,105.0,97.0,
schalke 04,Germany,126.0,81.0,81.0,67.0,81.0,67.0,81.0,67.0,51.0,150.0,67.0,101.0,,67.0,,81.0,67.0,,67.0,150.0,101.0,150.0,209.0,223.0,
bor monchengladbach,Germany,151.0,126.0,126.0,81.0,126.0,101.0,126.0,101.0,67.0,125.0,151.0,151.0,,101.0,,126.0,76.0,,101.0,125.0,75.0,125.0,171.0,93.0,
hoffenheim,Germany,151.0,151.0,151.0,101.0,151.0,151.0,126.0,176.0,151.0,150.0,81.0,101.0,,151.0,,151.0,101.0,,151.0,150.0,101.0,150.0,247.0,184.0,
mainz 05,Germany,401.0,251.0,401.0,301.0,401.0,301.0,401.0,501.0,301.0,400.0,301.0,401.0,,251.0,,501.0,351.0,,251.0,400.0,251.0,400.0,504.0,422.0,
eintracht frankfurt,Germany,1001.0,,1001.0,501.0,1001.0,1001.0,1001.0,251.0,1001.0,400.0,501.0,1001.0,,251.0,,1001.0,601.0,,251.0,400.0,501.0,400.0,333.0,286.0,
fc koln,Germany,1501.0,,1001.0,1001.0,1001.0,751.0,1001.0,501.0,1001.0,1500.0,1251.0,1501.0,,751.0,,1501.0,1001.0,,751.0,1500.0,751.0,1500.0,950.0,422.0,
hannover 96,Germany,1501.0,,751.0,751.0,751.0,501.0,501.0,501.0,501.0,600.0,501.0,1001.0,1001.0,501.0,,1501.0,601.0,,501.0,600.0,251.0,600.0,950.0,844.0,
hertha berlin,Germany,1001.0,,1001.0,751.0,1001.0,1001.0,1501.0,501.0,1001.0,1500.0,1001.0,1001.0,,751.0,,1001.0,1001.0,,751.0,1500.0,501.0,1500.0,950.0,844.0,
