name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
real madrid,Spain,,3.75,,,,3.4,3.25,3.5,,,3.4,,,3.75,,3.75,3.75,,3.75,,,,3.61,3.52,
atletico madrid,Spain,,67.0,,,,67.0,51.0,51.0,,,67.0,,,51.0,,34.0,41.0,,51.0,,,,95.0,97.0,
valencia,Spain,,201.0,,,,151.0,201.0,101.0,,,201.0,,,201.0,,151.0,151.0,,201.0,,,,143.0,175.0,
seville,Spain,,,,,,,,501.0,,,,,,,,,,,,,,,238.0,771.0,
malaga,Spain,,,,,,,,,,,,,,,,,,,,,,,380.0,771.0,
villarreal,Spain,,,,,,,,,,,,,,,,,,,,,,,950.0,771.0,
chelsea,England,1.04,1.04,1.03,1.04,1.03,1.03,1.03,1.04,1.04,1.04,1.02,1.04,1.03,1.03,1.02,1.03,1.04,,1.03,1.04,1.05,1.04,1.05,1.05,1.05
arsenal,England,21.0,23.0,17.0,21.0,17.0,17.0,15.0,23.0,21.0,21.0,19.0,26.0,21.0,21.0,21.0,21.0,21.0,,21.0,21.0,19.0,21.0,26.0,25.0,27.0
man city,England,51.0,67.0,51.0,51.0,51.0,41.0,41.0,41.0,41.0,51.0,51.0,41.0,26.0,51.0,67.0,67.0,41.0,,51.0,51.0,51.0,51.0,143.0,142.0,65.0
man utd,England,51.0,51.0,51.0,51.0,51.0,41.0,51.0,41.0,41.0,51.0,67.0,51.0,101.0,51.0,67.0,67.0,51.0,,51.0,51.0,41.0,51.0,81.0,82.0,80.0
liverpool,England,1001.0,,401.0,501.0,401.0,501.0,451.0,501.0,,501.0,1501.0,501.0,,501.0,,501.0,,,501.0,501.0,,501.0,903.0,883.0,496.0
tottenham,England,751.0,501.0,,501.0,,1001.0,451.0,501.0,,,5001.0,1001.0,,751.0,,,,,751.0,,,,950.0,970.0,990.0
southampton,England,1001.0,,,,,,451.0,501.0,,,10001.0,1001.0,,751.0,,,,,751.0,,,,950.0,970.0,990.0
psg,France,,1.2,,,1.25,1.18,1.22,1.2,,,1.2,,,1.2,,1.2,,,1.2,1.25,,1.25,1.33,1.27,
lyon,France,,5.0,,,5.0,5.0,5.5,5.5,,,5.0,,,5.0,,5.0,,,5.0,4.75,,4.75,3.71,3.13,
marseille,France,,17.0,,,21.0,17.0,17.0,19.0,,,26.0,,,17.0,,26.0,,,17.0,26.0,,26.0,25.0,17.5,
monaco,France,,81.0,,,34.0,41.0,41.0,41.0,,,67.0,,,51.0,,51.0,,,51.0,67.0,,67.0,29.0,5.66,
st etienne,France,,201.0,,,201.0,126.0,201.0,201.0,,,401.0,,51.0,201.0,,101.0,,,201.0,201.0,,201.0,34.0,82.0,
nantes,France,,,,,,,1001.0,,,,,,,,,,,,,,,,,,
lorient,France,,,,,,,1001.0,,,,,,,,,,,,,,,,,,
nice,France,,,,,,,1001.0,,,,,,,,,,,,,,,,,,
bordeaux,France,,,,,,,,1001.0,,,,,,,,,,,,,,,34.0,82.0,
lille,France,,,,,,,,1001.0,,,,,,,,,,,,,,,34.0,82.0,
montpellier,France,,,,,,,1001.0,1001.0,,,,,,,,,,,,,,,34.0,82.0,
metz,France,,,,,,,1001.0,,,,,,,,,,,,,,,,,,
bastia,France,,,,,,,1501.0,,,,,,,,,,,,,,,,,,
caen,France,,,,,,,1501.0,,,,,,,,,,,,,,,,,,
toulouse,France,,,,,,,1501.0,,,,,,,,,,,,,,,,,,
guingamp,France,,,,,,,2001.0,,,,,,,,,,,,,,,,,,
reims,France,,,,,,,2001.0,,,,,,,,,,,,,,,,,,
rennes,France,,,,,,,2501.0,1001.0,,,,,,,,,,,,,,,34.0,82.0,
evian,France,,,,,,,10001.0,,,,,,,,,,,,,,,,,,
lens,France,,,,,,,10001.0,,,,,,,,,,,,,,,,,,
juventus,Italy,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,
roma,Italy,101.0,41.0,67.0,,67.0,51.0,,36.0,41.0,,,,51.0,,,41.0,,,,,,,124.0,109.0,
lazio,Italy,251.0,,101.0,,101.0,101.0,,67.0,,,,,67.0,,,67.0,,,,,,,200.0,175.0,
udinese,Italy,,,,,,,301.0,,,,,,,,,,,,,,,,,,
napoli,Italy,501.0,,,,,,,201.0,,,,,,,,251.0,,,,,,,171.0,761.0,
ac milan,Italy,,,,,,,,501.0,,,,,,,,,,,,,,,950.0,761.0,
inter,Italy,,,,,,,,501.0,,,,,,,,,,,,,,,950.0,761.0,
torino,Italy,,,,,,,501.0,,,,,,,,,,,,,,,,950.0,761.0,
fiorentina,Italy,1001.0,,,,,,,201.0,,,,,,,,251.0,,,,,,,950.0,761.0,
parma,Italy,,,,,,,1001.0,,,,,,,,,,,,,,,,,,
verona,Italy,,,,,,,1001.0,,,,,,,,,,,,,,,,,,
genoa,Italy,,,,,,,1501.0,,,,,,,,,,,,,,,,950.0,761.0,
sampdoria,Italy,1501.0,,,,,,751.0,501.0,,,,,,,,,,,,,,,950.0,761.0,
atalanta,Italy,,,,,,,1501.0,,,,,,,,,,,,,,,,,,
palermo,Italy,,,,,,,1501.0,,,,,,,,,,,,,,,,,,
cagliari,Italy,,,,,,,2001.0,,,,,,,,,,,,,,,,,,
empoli,Italy,,,,,,,2001.0,,,,,,,,,,,,,,,,,,
cesena,Italy,,,,,,,2501.0,,,,,,,,,,,,,,,,,,
chievo,Italy,,,,,,,2501.0,,,,,,,,,,,,,,,,,,
sassuolo,Italy,,,,,,,2501.0,,,,,,,,,,,,,,,,,,
celtic,Scotland,1.01,1.0,1.01,,1.01,,1.01,1.0,,1.01,,1.0,1.01,1.01,,1.01,,,1.01,1.01,,1.01,1.02,1.02,
aberdeen,Scotland,34.0,67.0,34.0,,34.0,,26.0,34.0,,26.0,,34.0,21.0,26.0,,34.0,,,26.0,26.0,,26.0,38.0,36.0,
inverness,Scotland,5001.0,,,,,,501.0,501.0,,,,501.0,,,,1001.0,,,,,,,209.0,732.0,
dundee utd,Scotland,10001.0,,,,,,2001.0,501.0,,,,,,,,,,,,,,,86.0,761.0,
psv,Holland,1.0,,,,,,,1.0,,1.01,,,,,,1.02,,,,1.01,,1.01,1.01,,
ajax,Holland,41.0,,,,,51.0,,41.0,,16.0,,,,34.0,,17.0,,,34.0,16.0,,16.0,16.7,26.0,
twente,Holland,,,,,,,67.0,,,,,,,,,,,,,,,,,,
feyenoord,Holland,,,,,,126.0,51.0,,,,,,,,,,,,,,,,,,
vitesse,Holland,,,,,,,151.0,,,,,,,,,,,,,,,,,,
cambuur,Holland,,,,,,,201.0,,,,,,,,,,,,,,,,,,
den haag,Holland,,,,,,,201.0,,,,,,,,,,,,,,,,,,
heerenveen,Holland,,,,,,,251.0,,,,,,,,,,,,,,,,,,
nac breda,Holland,,,,,,,251.0,,,,,,,,,,,,,,,,,,
az alkmaar,Holland,,,,,,301.0,151.0,,,,,,,,,,,,,,,,,,
utrecht,Holland,,,,,,,301.0,,,,,,,,,,,,,,,,,,
willem ii,Holland,,,,,,,401.0,,,,,,,,,,,,,,,,,,
groningen,Holland,,,,,,,501.0,,,,,,,,,,,,,,,,,,
zwolle,Holland,,,,,,501.0,251.0,,,,,,,,,,,,,,,,,,
sbv excelsior,Holland,,,,,,,751.0,,,,,,,,,,,,,,,,,,
go ahead eagles,Holland,,,,,,,1001.0,,,,,,,,,,,,,,,,,,
fc dordrecht,Holland,,,,,,,2501.0,,,,,,,,,,,,,,,,,,
heracles,Holland,,,,,,,2501.0,,,,,,,,,,,,,,,,,,
benfica,Portugal,1.36,1.5,,,,1.4,1.4,1.4,,,,,,1.4,,1.5,,,1.4,,1.36,,1.54,,
porto,Portugal,3.0,2.62,,,,2.8,2.75,2.8,,,,,,2.75,,2.62,,,2.75,,2.9,,2.63,,
sporting lisbon,Portugal,251.0,,,,,101.0,,,,,,,,,,,,,,,101.0,,95.0,,
braga,Portugal,,,,,,,,,,,,,,,,,,,,,,,67.0,,
galatasaray,Turkey,2.2,,,,,2.1,2.38,2.2,,2.15,,,,,,,,,,2.15,,2.15,,,
fenerbahce,Turkey,2.75,,,,,2.5,3.0,2.75,,2.75,,,,,,,,,,2.75,,2.75,,,
besiktas,Turkey,3.75,,,,,4.5,2.75,3.5,,3.25,,,,,,,,,,3.25,,3.25,,,
eskisehirspor,Turkey,,,,,,,67.0,,,,,,,,,,,,,,,,,,
gaziantepspor,Turkey,,,,,,,67.0,,,,,,,,,,,,,,,,,,
mersin i y,Turkey,,,,,,,67.0,,,,,,,,,,,,,,,,,,
akhisar,Turkey,,,,,,,101.0,,,,,,,,,,,,,,,,,,
genclerbirligi,Turkey,,,,,,,101.0,,,,,,,,,,,,,,,,,,
sivasspor,Turkey,,,,,,,101.0,,,,,,,,,,,,,,,,,,
karabukspor,Turkey,,,,,,,126.0,,,,,,,,,,,,,,,,,,
rizespor,Turkey,,,,,,,151.0,,,,,,,,,,,,,,,,,,
balikesirspor,Turkey,,,,,,,751.0,,,,,,,,,,,,,,,,,,
erciyesspor,Turkey,,,,,,,1001.0,,,,,,,,,,,,,,,,,,
konyaspor,Turkey,,,,,,,1001.0,,,,,,,,,,,,,,,,,,
bursaspor,Turkey,2001.0,,,,,,67.0,,,501.0,,,,,,,,,,501.0,,501.0,,,
istanbul bb,Turkey,5001.0,,,,,,126.0,,,201.0,,,,,,,,,,201.0,,201.0,,,
trabzonspor,Turkey,5001.0,,,,,,,,,201.0,,,,,,,,,,201.0,,201.0,,,
