name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,,1.02,1.03,1.02,1.03,,1.02,1.04,,,1.02,,1.03,1.04,,1.04,,,1.04,,1.03,,1.05,1.05,
bayer leverkusen,Germany,,34.0,34.0,34.0,34.0,,41.0,26.0,,,34.0,,26.0,26.0,,34.0,,,26.0,,41.0,,,36.0,
vfl wolfsburg,Germany,,67.0,51.0,67.0,51.0,,51.0,34.0,,,41.0,,41.0,34.0,,51.0,,,34.0,,41.0,,42.0,34.0,
bor monchengladbach,Germany,,81.0,81.0,81.0,81.0,,81.0,51.0,,,51.0,,67.0,51.0,,81.0,,,51.0,,41.0,,67.0,52.0,
schalke 04,Germany,,101.0,67.0,101.0,67.0,,101.0,76.0,,,67.0,,81.0,81.0,,101.0,,,81.0,,101.0,,,184.0,
bor dortmund,Germany,,67.0,67.0,101.0,67.0,,151.0,34.0,,,67.0,,81.0,51.0,,67.0,,,51.0,,101.0,,95.0,85.0,
hoffenheim,Germany,,151.0,176.0,151.0,176.0,,151.0,301.0,,,151.0,,151.0,151.0,,251.0,,,151.0,,151.0,,219.0,209.0,
vfb stuttgart,Germany,,,1001.0,,1001.0,,1001.0,501.0,,,1001.0,,,1001.0,,,,,1001.0,,1001.0,,333.0,281.0,
hannover 96,Germany,,,501.0,,501.0,,501.0,501.0,,,401.0,,1001.0,501.0,,,,,501.0,,501.0,,485.0,427.0,
fc koln,Germany,,,1001.0,,1001.0,,1001.0,501.0,,,1001.0,,,1001.0,,,,,1001.0,,751.0,,950.0,844.0,
mainz 05,Germany,,,501.0,,501.0,,401.0,501.0,,,501.0,,1001.0,501.0,,501.0,,,501.0,,501.0,,950.0,844.0,
eintracht frankfurt,Germany,,,1251.0,,1251.0,,1001.0,376.0,,,1501.0,,,501.0,,,,,501.0,,501.0,,494.0,427.0,
hertha berlin,Germany,,,1251.0,,1251.0,,1501.0,501.0,,,1501.0,,,1001.0,,,,,1001.0,,751.0,,950.0,844.0,
augsburg,Germany,,,1001.0,,1001.0,,2001.0,501.0,,,751.0,,,1001.0,,,,,1001.0,,501.0,,950.0,844.0,
freiburg,Germany,,,1001.0,,1001.0,,2001.0,501.0,,,1501.0,,,1001.0,,,,,1001.0,,1001.0,,950.0,844.0,
hamburg,Germany,,,1001.0,,1001.0,,2501.0,501.0,,,1001.0,,,1001.0,,,,,1001.0,,751.0,,950.0,844.0,
paderborn,Germany,,,1001.0,,1001.0,,2501.0,501.0,,,751.0,,1001.0,1001.0,,,,,1001.0,,501.0,,950.0,844.0,
werder bremen,Germany,,,1251.0,,1251.0,,2001.0,501.0,,,5001.0,,,1001.0,,,,,1001.0,,1001.0,,950.0,844.0,
real madrid,Spain,1.44,1.53,1.5,1.5,1.5,1.53,1.5,1.53,,1.5,1.4,1.53,,1.45,,1.53,1.5,1.45,1.45,1.5,,1.5,1.55,1.39,
barcelona,Spain,3.0,2.75,2.88,2.75,2.88,2.9,3.0,2.75,,3.0,3.1,3.0,,3.0,,2.75,2.75,2.8,3.0,3.0,,3.0,3.14,3.04,
atletico madrid,Spain,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,,18.0,17.0,15.0,,17.0,,17.0,17.0,16.0,17.0,18.0,,18.0,16.2,15.1,
valencia,Spain,51.0,67.0,51.0,51.0,51.0,51.0,81.0,67.0,,67.0,51.0,51.0,,67.0,,41.0,51.0,50.0,67.0,67.0,,67.0,62.0,48.0,
seville,Spain,251.0,251.0,251.0,201.0,251.0,201.0,251.0,201.0,,251.0,251.0,251.0,,201.0,,151.0,201.0,151.0,201.0,251.0,,251.0,105.0,101.0,
celta vigo,Spain,751.0,,501.0,751.0,501.0,1001.0,1001.0,1001.0,,1001.0,1001.0,,,751.0,,,1001.0,951.0,751.0,1001.0,,1001.0,950.0,844.0,
villarreal,Spain,1001.0,301.0,301.0,501.0,301.0,351.0,1001.0,376.0,,501.0,1001.0,,,501.0,,251.0,501.0,251.0,501.0,501.0,,501.0,950.0,844.0,
athletic bilbao,Spain,1001.0,,201.0,501.0,201.0,251.0,1001.0,201.0,,1501.0,1501.0,,,501.0,,,501.0,701.0,501.0,1501.0,,1501.0,950.0,844.0,
malaga,Spain,1001.0,,1251.0,,1251.0,1501.0,1001.0,1001.0,,1501.0,1501.0,,,1001.0,,,1501.0,951.0,1001.0,1501.0,,1501.0,950.0,844.0,
rayo vallecano,Spain,2501.0,,2001.0,,2001.0,1501.0,2501.0,1001.0,,2501.0,3001.0,,,2501.0,,,,1001.0,2501.0,2501.0,,2501.0,950.0,844.0,
espanyol,Spain,5001.0,,2001.0,,2001.0,2001.0,2501.0,1001.0,,2001.0,5001.0,,,1501.0,,,,1001.0,1501.0,2001.0,,2001.0,950.0,844.0,
getafe,Spain,1001.0,,1001.0,,1001.0,2501.0,2501.0,1001.0,,4001.0,5001.0,,,2501.0,,,,1001.0,2501.0,4001.0,,4001.0,950.0,844.0,
real sociedad,Spain,3001.0,,301.0,,301.0,751.0,2501.0,301.0,,4001.0,6001.0,,,751.0,,,1501.0,701.0,751.0,4001.0,,4001.0,950.0,844.0,
deportivo la coruna,Spain,7501.0,,2001.0,,2001.0,2001.0,7501.0,1001.0,,5001.0,10001.0,,,2501.0,,,,1001.0,2501.0,5001.0,,5001.0,950.0,844.0,
eibar,Spain,10001.0,,2001.0,,2001.0,2001.0,7501.0,1001.0,,5001.0,10001.0,,,2501.0,,,,1001.0,2501.0,5001.0,,5001.0,950.0,844.0,
elche,Spain,10001.0,,2001.0,,2001.0,2501.0,7501.0,1001.0,,5001.0,10001.0,,,2501.0,,,,1001.0,2501.0,5001.0,,5001.0,950.0,844.0,
granada,Spain,7501.0,,1501.0,,1501.0,1501.0,5001.0,1001.0,,5001.0,10001.0,,,2501.0,,,,1001.0,2501.0,5001.0,,5001.0,950.0,844.0,
levante,Spain,10001.0,,2001.0,,2001.0,2001.0,7501.0,1001.0,,5001.0,10001.0,,,2501.0,,,,1001.0,2501.0,5001.0,,5001.0,950.0,844.0,
almeria,Spain,20001.0,,3001.0,,3001.0,3001.0,7501.0,1001.0,,5001.0,10001.0,,,2501.0,,,,1001.0,2501.0,5001.0,,5001.0,950.0,844.0,
cordoba,Spain,20001.0,,5001.0,,5001.0,,7501.0,1001.0,,5001.0,10001.0,,,5001.0,,,,1001.0,5001.0,5001.0,,5001.0,950.0,844.0,
chelsea,England,1.33,1.33,1.33,1.33,1.33,1.36,1.33,1.36,1.33,1.33,1.3,1.33,1.36,1.33,1.36,1.36,1.33,1.35,1.33,1.33,1.36,1.33,1.37,1.37,1.39
man city,England,4.33,4.5,4.33,4.33,4.33,4.2,4.33,4.33,4.0,4.5,4.0,4.5,4.5,4.33,4.0,4.3,4.0,4.25,4.33,4.5,4.5,4.5,4.89,4.88,5.06
arsenal,England,21.0,21.0,19.0,21.0,19.0,19.0,21.0,21.0,19.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,20.0,21.0,21.0,21.0,21.0,21.0,20.0,22.0
man utd,England,34.0,41.0,34.0,34.0,34.0,41.0,41.0,41.0,34.0,41.0,41.0,41.0,34.0,41.0,41.0,41.0,34.0,37.0,41.0,41.0,34.0,41.0,52.0,49.0,51.0
southampton,England,81.0,81.0,81.0,81.0,81.0,67.0,81.0,81.0,81.0,81.0,81.0,81.0,67.0,81.0,67.0,67.0,81.0,76.0,81.0,81.0,81.0,81.0,71.0,74.0,55.0
liverpool,England,101.0,101.0,101.0,101.0,101.0,101.0,81.0,101.0,81.0,101.0,101.0,101.0,101.0,101.0,67.0,81.0,101.0,92.0,101.0,101.0,101.0,101.0,90.0,93.0,90.0
tottenham,England,251.0,151.0,201.0,151.0,201.0,251.0,201.0,201.0,251.0,251.0,251.0,201.0,151.0,201.0,201.0,201.0,201.0,201.0,201.0,251.0,251.0,251.0,342.0,330.0,100.0
everton,England,351.0,301.0,251.0,301.0,251.0,751.0,301.0,251.0,251.0,401.0,401.0,301.0,251.0,301.0,201.0,301.0,301.0,301.0,301.0,401.0,301.0,401.0,494.0,470.0,80.0
swansea,England,2001.0,,2001.0,,2001.0,2001.0,3001.0,1501.0,2001.0,2001.0,2501.0,2001.0,2501.0,2001.0,2001.0,2001.0,2001.0,1001.0,2001.0,2001.0,2001.0,2001.0,950.0,970.0,496.0
west ham,England,2001.0,,2001.0,,2001.0,3001.0,3001.0,1501.0,1001.0,1501.0,1001.0,2001.0,2501.0,2001.0,1001.0,1501.0,2001.0,1001.0,2001.0,1501.0,2001.0,1501.0,950.0,970.0,496.0
newcastle,England,2001.0,,1501.0,,1501.0,3001.0,4001.0,2001.0,2001.0,2501.0,2501.0,2501.0,1501.0,1501.0,5001.0,2001.0,1501.0,1001.0,1501.0,2501.0,2501.0,2501.0,950.0,970.0,496.0
stoke,England,3001.0,,2501.0,,2501.0,3001.0,5001.0,2001.0,3001.0,4001.0,5001.0,5001.0,2501.0,3001.0,5001.0,3001.0,2501.0,1001.0,3001.0,4001.0,3001.0,4001.0,950.0,970.0,496.0
west brom,England,3501.0,,,,,5001.0,5001.0,3001.0,5001.0,4001.0,5001.0,7501.0,5001.0,4001.0,5001.0,,5001.0,1001.0,4001.0,4001.0,5001.0,4001.0,950.0,970.0,496.0
aston villa,England,3001.0,,,,,5001.0,7501.0,2001.0,3001.0,5001.0,10001.0,7501.0,3001.0,5001.0,5001.0,,2001.0,1001.0,5001.0,5001.0,7501.0,5001.0,950.0,970.0,496.0
burnley,England,10001.0,,,,,10001.0,10001.0,5001.0,7501.0,7501.0,10001.0,,10001.0,7501.0,10001.0,,10001.0,1001.0,7501.0,7501.0,10001.0,7501.0,950.0,970.0,496.0
crystal palace,England,10001.0,,,,,5001.0,10001.0,4001.0,7501.0,7501.0,10001.0,10001.0,5001.0,7501.0,10001.0,,5001.0,1001.0,7501.0,7501.0,10001.0,7501.0,950.0,970.0,496.0
hull,England,4001.0,,,,,5001.0,5001.0,3001.0,5001.0,5001.0,10001.0,7501.0,5001.0,7501.0,5001.0,,5001.0,1001.0,7501.0,5001.0,5001.0,5001.0,950.0,970.0,496.0
leicester,England,1501.0,,,,,5001.0,7501.0,3001.0,3001.0,5001.0,10001.0,7501.0,5001.0,5001.0,5001.0,,5001.0,1001.0,5001.0,5001.0,5001.0,5001.0,950.0,970.0,496.0
qpr,England,10001.0,,,,,10001.0,10001.0,5001.0,7501.0,7501.0,10001.0,,7501.0,7501.0,10001.0,,5001.0,1001.0,7501.0,7501.0,10001.0,7501.0,950.0,970.0,496.0
sunderland,England,2001.0,,,,,5001.0,10001.0,3001.0,7501.0,5001.0,10001.0,10001.0,3001.0,5001.0,10001.0,,2501.0,1001.0,5001.0,5001.0,10001.0,5001.0,950.0,970.0,496.0
psg,France,,1.17,1.2,1.17,1.2,,1.17,1.2,,1.2,1.18,,1.2,1.17,,1.2,1.2,,1.17,1.2,,1.2,1.29,1.27,
marseille,France,,5.0,6.0,5.0,6.0,,6.0,6.0,,6.0,6.5,,6.0,5.0,,6.0,5.5,,5.0,6.0,,6.0,5.09,4.88,
lyon,France,,34.0,26.0,34.0,26.0,,34.0,26.0,,21.0,21.0,,26.0,29.0,,29.0,34.0,,29.0,21.0,,21.0,19.0,18.0,
monaco,France,,34.0,34.0,34.0,34.0,,34.0,34.0,,34.0,34.0,,26.0,34.0,,34.0,34.0,,34.0,34.0,,34.0,34.0,32.0,
st etienne,France,,81.0,67.0,67.0,67.0,,81.0,51.0,,81.0,67.0,,67.0,81.0,,51.0,67.0,,81.0,81.0,,81.0,16.2,14.1,
lille,France,,67.0,51.0,101.0,51.0,,67.0,67.0,,101.0,101.0,,67.0,67.0,,51.0,67.0,,67.0,101.0,,101.0,34.0,32.0,
bordeaux,France,,81.0,81.0,101.0,81.0,,101.0,101.0,,101.0,81.0,,101.0,101.0,,81.0,101.0,,101.0,101.0,,101.0,67.0,62.0,
montpellier,France,,,,,,,1001.0,501.0,,1001.0,1001.0,,,1001.0,,,,,1001.0,1001.0,,1001.0,105.0,101.0,
nantes,France,,,,,,,1001.0,251.0,,501.0,751.0,,501.0,751.0,,,,,751.0,501.0,,501.0,105.0,101.0,
metz,France,,,,,,,1001.0,501.0,,1001.0,1501.0,,,1001.0,,,,,1001.0,1001.0,,1001.0,105.0,101.0,
nice,France,,,,,,,1001.0,501.0,,1001.0,1501.0,,,1001.0,,,,,1001.0,1001.0,,1001.0,105.0,101.0,
toulouse,France,,,,,,,1501.0,501.0,,1501.0,1501.0,,,1001.0,,,,,1001.0,1501.0,,1501.0,105.0,101.0,
caen,France,,,,,,,1501.0,1001.0,,,2001.0,,,1501.0,,,,,1501.0,,,,105.0,101.0,
bastia,France,,,,,,,1501.0,1001.0,,,2501.0,,,1501.0,,,,,1501.0,,,,105.0,101.0,
lorient,France,,,,,,,1001.0,501.0,,,2501.0,,,1001.0,,,,,1001.0,,,,105.0,101.0,
rennes,France,,,,,,,2501.0,501.0,,1501.0,501.0,,,1001.0,,,,,1001.0,1501.0,,1501.0,105.0,101.0,
guingamp,France,,,,,,,2001.0,1001.0,,,5001.0,,,1501.0,,,,,1501.0,,,,105.0,101.0,
reims,France,,,,,,,2001.0,1001.0,,3001.0,5001.0,,,1501.0,,,,,1501.0,3001.0,,3001.0,105.0,101.0,
evian,France,,,,,,,10001.0,1001.0,,,10001.0,,,2501.0,,,,,2501.0,,,,105.0,101.0,
lens,France,,,,,,,10001.0,1001.0,,,10001.0,,,2501.0,,,,,2501.0,,,,105.0,101.0,
juventus,Italy,1.57,1.62,1.57,1.57,1.57,1.6,1.62,1.62,1.57,,1.62,1.57,1.62,1.57,,1.57,1.6,1.55,1.57,,1.5,,,1.58,
roma,Italy,3.0,2.88,2.88,2.88,2.88,2.55,3.0,2.8,3.0,,2.88,3.25,2.88,2.8,,2.75,2.75,2.8,2.8,,2.85,,,2.84,
napoli,Italy,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0,15.0,,13.0,15.0,15.0,15.0,,15.0,15.0,13.0,15.0,,12.0,,,10.7,
ac milan,Italy,51.0,51.0,34.0,41.0,34.0,41.0,41.0,34.0,34.0,,41.0,51.0,41.0,51.0,,34.0,51.0,44.0,51.0,,51.0,,,48.0,
inter,Italy,67.0,26.0,34.0,41.0,34.0,34.0,34.0,34.0,34.0,,51.0,51.0,34.0,41.0,,41.0,34.0,50.0,41.0,,67.0,,,130.0,
fiorentina,Italy,51.0,29.0,41.0,41.0,41.0,41.0,34.0,67.0,41.0,,51.0,51.0,51.0,67.0,,51.0,51.0,80.0,67.0,,201.0,,,407.0,
lazio,Italy,101.0,201.0,81.0,101.0,81.0,251.0,151.0,81.0,151.0,,101.0,201.0,101.0,81.0,,81.0,101.0,120.0,81.0,,51.0,,,262.0,
udinese,Italy,251.0,251.0,301.0,251.0,301.0,201.0,251.0,201.0,251.0,,251.0,201.0,201.0,251.0,,251.0,251.0,301.0,251.0,,751.0,,,247.0,
sampdoria,Italy,501.0,,401.0,,401.0,751.0,751.0,151.0,251.0,,251.0,,251.0,251.0,,251.0,,301.0,251.0,,251.0,,,218.0,
verona,Italy,501.0,,751.0,,751.0,751.0,1001.0,501.0,501.0,,1001.0,,501.0,751.0,,751.0,,601.0,751.0,,751.0,,,723.0,
genoa,Italy,1001.0,,501.0,,501.0,751.0,1501.0,501.0,751.0,,751.0,,501.0,501.0,,501.0,,751.0,501.0,,751.0,,,844.0,
parma,Italy,1001.0,,1001.0,,1001.0,1001.0,1001.0,501.0,501.0,,1501.0,,501.0,751.0,,751.0,,801.0,751.0,,1001.0,,,844.0,
torino,Italy,751.0,,401.0,,401.0,1001.0,501.0,501.0,751.0,,1501.0,,501.0,501.0,,501.0,,701.0,501.0,,751.0,,,844.0,
