name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,,,,,,,1.05,1.04,,,,,,1.04,,1.04,,,1.04,,,,,1.05,
bayer leverkusen,Germany,,,,,,,21.0,26.0,,,,,,29.0,,29.0,,,29.0,,,,,19.4,
vfl wolfsburg,Germany,,,,,,,51.0,34.0,,,,,,34.0,,34.0,,,34.0,,,,,34.0,
bor dortmund,Germany,,,,,,,26.0,34.0,,,,,,51.0,,51.0,,,51.0,,,,,22.0,
schalke 04,Germany,,,,,,,81.0,76.0,,,,,,81.0,,67.0,,,81.0,,,,,159.0,
bor monchengladbach,Germany,,,,,,,101.0,101.0,,,,,,81.0,,101.0,,,81.0,,,,,34.0,
hoffenheim,Germany,,,,,,,101.0,176.0,,,,,,101.0,,151.0,,,101.0,,,,,42.0,
hannover 96,Germany,,,,,,,501.0,501.0,,,,,,501.0,,,,,501.0,,,,,844.0,
mainz 05,Germany,,,,,,,401.0,501.0,,,,,,501.0,,501.0,,,501.0,,,,,844.0,
vfb stuttgart,Germany,,,,,,,1001.0,501.0,,,,,,1001.0,,,,,1001.0,,,,,286.0,
eintracht frankfurt,Germany,,,,,,,1001.0,376.0,,,,,,751.0,,,,,751.0,,,,,844.0,
fc koln,Germany,,,,,,,1001.0,501.0,,,,,,1001.0,,,,,1001.0,,,,,844.0,
hertha berlin,Germany,,,,,,,1501.0,501.0,,,,,,1001.0,,,,,1001.0,,,,,844.0,
augsburg,Germany,,,,,,,2001.0,501.0,,,,,,1001.0,,,,,1001.0,,,,,844.0,
freiburg,Germany,,,,,,,2001.0,501.0,,,,,,1501.0,,,,,1501.0,,,,,844.0,
werder bremen,Germany,,,,,,,2001.0,501.0,,,,,,1501.0,,,,,1501.0,,,,,844.0,
hamburg,Germany,,,,,,,2501.0,501.0,,,,,,1501.0,,,,,1501.0,,,,,844.0,
paderborn,Germany,,,,,,,2501.0,501.0,,,,,,1001.0,,,,,1001.0,,,,,844.0,
real madrid,Spain,,1.53,,1.53,,,1.85,1.53,,1.53,,,,1.53,,1.53,,,1.53,1.53,,1.53,1.53,1.5,
barcelona,Spain,,2.75,,2.62,,,2.2,2.75,,2.75,,,,2.75,,2.75,,,2.75,2.75,,2.75,2.88,2.71,
atletico madrid,Spain,,17.0,,17.0,,,17.0,17.0,,18.0,,,,17.0,,17.0,,,17.0,18.0,,18.0,19.0,17.5,
