name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,1.02,1.03,1.02,1.02,1.02,1.01,1.05,1.03,1.03,1.01,1.02,,1.03,1.02,1.02,1.02,1.02,1.02,1.01,1.05,1.01,1.02,,1.05,,
bor dortmund,Germany,17.0,15.0,13.0,15.0,13.0,15.0,15.0,13.0,11.0,16.0,13.0,,11.0,13.0,15.0,17.0,12.3,13.0,16.0,10.0,16.0,15.0,,18.1,,
wolfsburg,Germany,501.0,201.0,251.0,,251.0,301.0,21.0,251.0,201.0,601.0,201.0,,501.0,67.0,101.0,81.0,301.0,67.0,601.0,151.0,601.0,111.0,,62.0,,
bor monchengladbach,Germany,751.0,,501.0,,501.0,301.0,81.0,251.0,501.0,1201.0,251.0,,501.0,81.0,201.0,101.0,351.0,81.0,1201.0,251.0,1201.0,91.0,,62.0,,
hertha berlin,Germany,1501.0,251.0,501.0,,501.0,1001.0,751.0,251.0,,1501.0,351.0,,501.0,751.0,501.0,501.0,751.0,751.0,1501.0,1001.0,1501.0,751.0,,67.0,,
bayer leverkusen,Germany,401.0,151.0,501.0,,501.0,201.0,21.0,251.0,201.0,1501.0,201.0,,501.0,81.0,81.0,101.0,351.0,81.0,1501.0,251.0,1501.0,111.0,,105.0,,
schalke 04,Germany,1001.0,501.0,1001.0,,1001.0,351.0,51.0,501.0,501.0,1501.0,351.0,,501.0,101.0,251.0,101.0,501.0,101.0,1501.0,501.0,1501.0,111.0,,219.0,,
mainz 05,Germany,2501.0,,2501.0,,2501.0,,751.0,501.0,,2501.0,751.0,,,1001.0,501.0,,1001.0,1001.0,2501.0,3001.0,2501.0,751.0,,67.0,,
hamburg,Germany,3001.0,,2501.0,,2501.0,,1001.0,501.0,,4001.0,751.0,,,1001.0,251.0,,1001.0,1001.0,4001.0,3001.0,4001.0,1001.0,,62.0,,
augsburg,Germany,4001.0,,,,,,1001.0,501.0,,,1501.0,,,1001.0,1001.0,,1001.0,1001.0,,5001.0,,1001.0,,67.0,,
eintracht frankfurt,Germany,4501.0,,,,,,751.0,501.0,,,2501.0,,,1001.0,501.0,,1001.0,1001.0,,5001.0,,751.0,,67.0,,
fc koln,Germany,3501.0,,2501.0,,2501.0,,501.0,501.0,,5001.0,751.0,,,1001.0,501.0,,1001.0,1001.0,5001.0,3001.0,5001.0,551.0,,67.0,,
hannover,Germany,4501.0,,,,,,751.0,501.0,,,2501.0,,,1001.0,1001.0,,1001.0,1001.0,,5001.0,,751.0,,67.0,,
hoffenheim,Germany,4501.0,,,,,,1001.0,501.0,,,2001.0,,,1001.0,1001.0,,1001.0,1001.0,,5001.0,,751.0,,67.0,,
vfb stuttgart,Germany,4501.0,,,,,,1001.0,501.0,,,2501.0,,,1001.0,501.0,,1001.0,1001.0,,5001.0,,1001.0,,67.0,,
werder bremen,Germany,4501.0,,,,,,1501.0,501.0,,,2501.0,,,1001.0,751.0,,1001.0,1001.0,,5001.0,,1501.0,,67.0,,
darmstadt,Germany,4501.0,,,,,,5001.0,501.0,,,2501.0,,,1001.0,1501.0,,1001.0,1001.0,,5001.0,,1501.0,,90.0,,
ingolstadt,Germany,4501.0,,5001.0,,5001.0,,1501.0,501.0,,8001.0,1501.0,,,1001.0,1001.0,,1001.0,1001.0,8001.0,3001.0,8001.0,1501.0,,90.0,,
barcelona,Spain,1.22,1.22,1.2,1.22,1.2,1.2,1.22,1.22,1.22,1.25,,1.22,1.22,1.22,1.25,1.25,,,1.25,1.25,1.25,1.27,,1.25,,
real madrid,Spain,6.0,6.0,5.5,6.0,5.5,6.0,5.5,5.5,5.0,6.0,,6.5,5.5,5.0,5.5,5.0,,,6.0,5.5,6.0,6.0,,7.27,7.21,
atletico madrid,Spain,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,,9.0,8.0,10.0,10.0,10.0,,,9.0,9.0,9.0,13.0,,9.55,9.54,
celta vigo,Spain,751.0,,401.0,,401.0,501.0,501.0,251.0,401.0,751.0,,501.0,,501.0,251.0,401.0,,,751.0,501.0,751.0,801.0,,143.0,330.0,
seville,Spain,501.0,,301.0,,301.0,401.0,201.0,251.0,501.0,751.0,,1001.0,,251.0,251.0,251.0,,,751.0,501.0,751.0,551.0,,90.0,144.0,
villarreal,Spain,1001.0,501.0,301.0,,301.0,751.0,501.0,501.0,401.0,751.0,,1001.0,,251.0,201.0,501.0,,,751.0,501.0,751.0,1201.0,,580.0,597.0,
valencia,Spain,1001.0,,751.0,,751.0,751.0,501.0,501.0,501.0,1501.0,,1001.0,,501.0,751.0,501.0,,,1501.0,751.0,1501.0,1201.0,,428.0,412.0,
athletic bilbao,Spain,2001.0,,1001.0,,1001.0,1001.0,,501.0,,1501.0,,,,751.0,,751.0,,,1501.0,1001.0,1501.0,2201.0,,143.0,344.0,
rayo vallecano,Spain,3001.0,,,,,,2501.0,501.0,,4001.0,,,,2501.0,,,,,4001.0,,4001.0,,,143.0,153.0,
real sociedad,Spain,4001.0,,,,,,1001.0,501.0,,4001.0,,,,2501.0,,,,,4001.0,,4001.0,,,143.0,153.0,
levante,Spain,4501.0,,,,,,2501.0,501.0,,5001.0,,,,2501.0,,,,,5001.0,,5001.0,,,23.0,917.0,
deportivo la coruna,Spain,4501.0,,,,,,5001.0,501.0,,2001.0,,,,2501.0,,,,,2001.0,,2001.0,,,143.0,153.0,
eibar,Spain,4501.0,,,,,,5001.0,501.0,,3001.0,,,,2501.0,,,,,3001.0,,3001.0,,,143.0,153.0,
getafe,Spain,4501.0,,,,,,5001.0,501.0,,5001.0,,,,2501.0,,,,,5001.0,,5001.0,,,143.0,153.0,
gijon,Spain,4501.0,,,,,,5001.0,501.0,,5001.0,,,,2501.0,,,,,5001.0,,5001.0,,,143.0,153.0,
granada,Spain,4501.0,,,,,,5001.0,501.0,,5001.0,,,,2501.0,,,,,5001.0,,5001.0,,,143.0,153.0,
ud las palmas,Spain,4501.0,,,,,,5001.0,501.0,,5001.0,,,,5001.0,,,,,5001.0,,5001.0,,,143.0,153.0,
betis,Spain,4501.0,,,,,,5001.0,501.0,,2501.0,,,,2501.0,,,,,2501.0,,2501.0,5501.0,,143.0,153.0,
espanyol,Spain,4501.0,,,,,,1001.0,501.0,,3001.0,,,,1501.0,,,,,3001.0,,3001.0,5501.0,,143.0,153.0,
malaga,Spain,4501.0,,,,,,501.0,501.0,,5001.0,,,,1501.0,,,,,5001.0,,5001.0,5501.0,,143.0,153.0,
man city,England,2.25,2.2,2.2,2.15,2.2,2.25,,2.38,2.25,2.25,2.38,2.25,2.2,,2.37,2.2,,,2.25,2.3,2.25,2.2,2.2,2.35,,
arsenal,England,2.75,2.5,2.63,2.62,2.63,2.62,,2.5,2.5,2.75,2.38,2.75,2.75,,2.37,2.75,,,2.75,2.75,2.75,2.8,2.75,2.71,,2.78
man utd,England,10.0,9.0,9.0,8.5,9.0,9.5,,10.0,10.0,10.0,10.0,10.0,9.0,,10.0,9.0,,,10.0,10.0,10.0,9.75,,10.0,,
liverpool,England,21.0,23.0,17.0,17.0,17.0,13.0,,23.0,17.0,19.0,21.0,15.0,17.0,,23.0,17.0,,,19.0,17.0,19.0,19.0,18.5,21.0,,
leicester,England,17.0,21.0,21.0,29.0,21.0,19.0,,21.0,17.0,21.0,21.0,21.0,21.0,,19.0,21.0,,,21.0,19.0,21.0,20.0,17.0,20.0,,
tottenham,England,29.0,29.0,21.0,21.0,21.0,23.0,,21.0,21.0,26.0,21.0,21.0,21.0,,26.0,21.0,,,26.0,23.0,26.0,20.0,21.0,29.0,,
chelsea,England,101.0,251.0,81.0,67.0,81.0,101.0,,101.0,101.0,101.0,151.0,101.0,67.0,,101.0,101.0,,,101.0,101.0,101.0,101.0,41.0,152.0,,
everton,England,151.0,251.0,251.0,201.0,251.0,251.0,,251.0,201.0,201.0,251.0,151.0,151.0,,201.0,201.0,,,201.0,151.0,201.0,161.0,201.0,209.0,,
