name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,,,,1.02,1.04,,1.05,1.04,1.04,1.02,1.04,,,1.04,,1.05,1.04,,1.04,1.02,1.05,1.02,1.06,1.04,
bayer leverkusen,Germany,,,,34.0,34.0,,21.0,26.0,26.0,45.0,21.0,,,26.0,,26.0,26.0,,26.0,45.0,34.0,45.0,38.0,34.0,
vfl wolfsburg,Germany,,,,67.0,67.0,,51.0,67.0,67.0,100.0,51.0,,,67.0,,67.0,67.0,,67.0,100.0,41.0,100.0,42.0,34.0,
bor dortmund,Germany,,,,81.0,41.0,,26.0,34.0,26.0,100.0,41.0,,,41.0,,41.0,,,41.0,100.0,51.0,100.0,76.0,64.0,
bor monchengladbach,Germany,,,,101.0,101.0,,101.0,101.0,126.0,100.0,81.0,,,81.0,,101.0,101.0,,81.0,100.0,41.0,100.0,46.0,36.0,
schalke 04,Germany,,,,81.0,67.0,,81.0,76.0,67.0,175.0,67.0,,,67.0,,67.0,101.0,,67.0,175.0,75.0,175.0,266.0,155.0,
hoffenheim,Germany,,,,126.0,151.0,,101.0,176.0,151.0,200.0,81.0,,,151.0,,151.0,,,151.0,200.0,75.0,200.0,152.0,38.0,
mainz 05,Germany,,,,401.0,401.0,,401.0,501.0,501.0,300.0,401.0,,,401.0,,501.0,501.0,,401.0,300.0,251.0,300.0,950.0,844.0,
hannover 96,Germany,,,,751.0,751.0,,501.0,501.0,501.0,800.0,501.0,,,751.0,,,751.0,,751.0,800.0,501.0,800.0,485.0,417.0,
fc koln,Germany,,,,751.0,1001.0,,1001.0,501.0,1001.0,1000.0,751.0,,,1001.0,,,,,1001.0,1000.0,751.0,1000.0,950.0,844.0,
vfb stuttgart,Germany,,,,751.0,1001.0,,1001.0,376.0,501.0,1500.0,751.0,,,1001.0,,,751.0,,1001.0,1500.0,501.0,1500.0,333.0,286.0,
eintracht frankfurt,Germany,,,,501.0,1001.0,,1001.0,376.0,1001.0,800.0,1501.0,,,751.0,,,,,751.0,800.0,501.0,800.0,485.0,427.0,
hertha berlin,Germany,,,,751.0,1001.0,,1501.0,501.0,1001.0,1500.0,751.0,,,1001.0,,,,,1001.0,1500.0,501.0,1500.0,950.0,844.0,
augsburg,Germany,,,,751.0,751.0,,2001.0,501.0,751.0,800.0,751.0,,,1001.0,,,,,1001.0,800.0,501.0,800.0,950.0,844.0,
hamburg,Germany,,,,501.0,1001.0,,2501.0,501.0,1001.0,2000.0,1501.0,,,1501.0,,,,,1501.0,2000.0,501.0,2000.0,950.0,844.0,
paderborn,Germany,,,,1001.0,1501.0,,2501.0,501.0,1501.0,2000.0,1001.0,,,1001.0,,,,,1001.0,2000.0,1001.0,2000.0,950.0,844.0,
freiburg,Germany,,,,1001.0,1001.0,,2001.0,501.0,1001.0,3500.0,2001.0,,,1501.0,,,,,1501.0,3500.0,1001.0,3500.0,950.0,844.0,
werder bremen,Germany,,,,1501.0,1501.0,,2001.0,501.0,1501.0,5000.0,10001.0,,,1501.0,,,,,1501.0,5000.0,1001.0,5000.0,950.0,844.0,
real madrid,Spain,1.83,1.85,1.83,1.83,1.83,,1.85,1.83,,1.83,1.73,1.83,,1.8,,1.83,1.85,,1.8,1.83,1.85,1.83,1.77,1.75,
barcelona,Spain,2.1,2.1,2.1,2.1,2.1,,2.2,2.1,,2.2,2.2,2.2,,2.15,,2.2,2.1,,2.15,2.2,2.15,2.2,2.39,2.34,
atletico madrid,Spain,23.0,21.0,17.0,19.0,17.0,,17.0,19.0,,23.0,26.0,17.0,,21.0,,17.0,17.0,,21.0,23.0,19.0,23.0,24.0,22.0,
valencia,Spain,67.0,51.0,67.0,67.0,67.0,,67.0,67.0,,67.0,67.0,51.0,,67.0,,34.0,67.0,,67.0,67.0,67.0,67.0,81.0,66.0,
seville,Spain,151.0,201.0,201.0,201.0,201.0,,251.0,201.0,,151.0,201.0,251.0,,201.0,,151.0,201.0,,201.0,151.0,201.0,151.0,190.0,144.0,
villarreal,Spain,501.0,301.0,251.0,301.0,251.0,,301.0,376.0,,501.0,401.0,,,301.0,,251.0,301.0,,301.0,501.0,251.0,501.0,950.0,844.0,
athletic bilbao,Spain,1001.0,501.0,251.0,251.0,251.0,,251.0,201.0,,1001.0,1501.0,,,501.0,,,301.0,,501.0,1001.0,751.0,1001.0,950.0,844.0,
celta vigo,Spain,1001.0,751.0,751.0,751.0,751.0,,1001.0,1001.0,,1001.0,1501.0,,,751.0,,,1001.0,,751.0,1001.0,1001.0,1001.0,950.0,844.0,
espanyol,Spain,2501.0,1501.0,1501.0,1501.0,1501.0,,1501.0,1001.0,,2001.0,2501.0,,,1501.0,,,2001.0,,1501.0,2001.0,2501.0,2001.0,950.0,844.0,
malaga,Spain,1501.0,1501.0,1501.0,1501.0,1501.0,,1001.0,1001.0,,1501.0,2501.0,,,1001.0,,,1501.0,,1001.0,1501.0,1501.0,1501.0,950.0,844.0,
real sociedad,Spain,2001.0,1001.0,251.0,501.0,251.0,,501.0,301.0,,2501.0,2001.0,,,1001.0,,,751.0,,1001.0,2501.0,751.0,2501.0,950.0,844.0,
rayo vallecano,Spain,2501.0,1501.0,1501.0,3001.0,1501.0,,2001.0,1001.0,,3001.0,4001.0,,,2001.0,,,2501.0,,2001.0,3001.0,2001.0,3001.0,950.0,844.0,
granada,Spain,5001.0,1501.0,1251.0,1501.0,1251.0,,1501.0,1001.0,,4001.0,5001.0,,,2501.0,,,1501.0,,2501.0,4001.0,1501.0,4001.0,950.0,844.0,
getafe,Spain,1001.0,2501.0,1251.0,1501.0,1251.0,,2501.0,1001.0,,5001.0,7501.0,,,2501.0,,,2501.0,,2501.0,5001.0,2501.0,5001.0,950.0,844.0,
deportivo la coruna,Spain,7501.0,2001.0,1501.0,3001.0,1501.0,,5001.0,1001.0,,4001.0,8001.0,,,2501.0,,,5001.0,,2501.0,4001.0,2501.0,4001.0,950.0,844.0,
almeria,Spain,10001.0,3001.0,2501.0,2501.0,2501.0,,3001.0,1001.0,,5001.0,7501.0,,,2501.0,,,2501.0,,2501.0,5001.0,3001.0,5001.0,950.0,844.0,
cordoba,Spain,10001.0,3001.0,4001.0,5001.0,4001.0,,5001.0,1001.0,,5001.0,10001.0,,,5001.0,,,5001.0,,5001.0,5001.0,5001.0,5001.0,950.0,844.0,
eibar,Spain,10001.0,2001.0,2501.0,3001.0,2501.0,,4001.0,1001.0,,5001.0,5001.0,,,2501.0,,,2501.0,,2501.0,5001.0,3001.0,5001.0,950.0,844.0,
elche,Spain,10001.0,2501.0,2501.0,2001.0,2501.0,,5001.0,1001.0,,5001.0,8001.0,,,2501.0,,,5001.0,,2501.0,5001.0,5001.0,5001.0,950.0,844.0,
levante,Spain,10001.0,2001.0,2501.0,5001.0,2501.0,,2001.0,1001.0,,5001.0,8001.0,,,2501.0,,,5001.0,,2501.0,5001.0,2501.0,5001.0,950.0,844.0,
chelsea,England,1.33,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.35,1.3,1.36,1.36,1.36,1.33,1.36,1.36,1.35,1.36,1.35,1.4,1.35,1.38,1.39,1.4
man city,England,4.5,4.5,4.5,4.33,4.5,4.2,4.5,4.5,4.0,4.5,4.33,4.5,4.33,4.5,4.5,4.5,4.33,4.25,4.5,4.5,4.5,4.5,5.18,5.07,5.26
arsenal,England,23.0,23.0,21.0,26.0,21.0,23.0,26.0,26.0,26.0,25.0,26.0,26.0,21.0,21.0,23.0,26.0,23.0,23.0,21.0,25.0,23.0,25.0,22.0,22.0,23.0
man utd,England,26.0,26.0,21.0,21.0,21.0,26.0,26.0,23.0,21.0,28.0,23.0,26.0,21.0,21.0,26.0,26.0,26.0,24.0,21.0,28.0,21.0,28.0,29.0,27.0,29.0
liverpool,England,51.0,51.0,41.0,41.0,41.0,51.0,41.0,51.0,51.0,51.0,51.0,41.0,41.0,41.0,51.0,51.0,41.0,47.0,41.0,51.0,51.0,51.0,67.0,64.0,65.0
southampton,England,126.0,101.0,151.0,201.0,151.0,101.0,201.0,151.0,101.0,101.0,201.0,101.0,126.0,151.0,101.0,81.0,151.0,151.0,151.0,101.0,101.0,101.0,133.0,130.0,100.0
tottenham,England,201.0,251.0,251.0,251.0,251.0,251.0,251.0,201.0,201.0,251.0,251.0,251.0,151.0,251.0,201.0,251.0,201.0,201.0,251.0,251.0,251.0,251.0,390.0,378.0,298.0
everton,England,251.0,251.0,201.0,201.0,201.0,501.0,251.0,201.0,251.0,251.0,301.0,201.0,251.0,201.0,201.0,151.0,251.0,201.0,201.0,251.0,251.0,251.0,399.0,383.0,298.0
swansea,England,2001.0,,2001.0,,2001.0,2001.0,2501.0,1501.0,2001.0,2001.0,2501.0,1501.0,2501.0,2001.0,2001.0,1001.0,2001.0,1001.0,2001.0,2001.0,2001.0,2001.0,950.0,970.0,496.0
west ham,England,2001.0,,2001.0,,2001.0,3001.0,3001.0,1501.0,1001.0,1501.0,1001.0,1501.0,2501.0,2001.0,1001.0,2501.0,2001.0,1001.0,2001.0,1501.0,2001.0,1501.0,950.0,970.0,496.0
leicester,England,1501.0,,,,,5001.0,5001.0,3001.0,3001.0,3001.0,5001.0,5001.0,5001.0,4001.0,5001.0,2001.0,5001.0,1001.0,4001.0,3001.0,5001.0,3001.0,950.0,970.0,496.0
newcastle,England,2001.0,,1501.0,,1501.0,3001.0,5001.0,2001.0,2001.0,3001.0,3001.0,5001.0,2501.0,1501.0,5001.0,2501.0,2001.0,1001.0,1501.0,3001.0,2501.0,3001.0,950.0,970.0,496.0
stoke,England,3001.0,,2501.0,,2501.0,3001.0,3001.0,2001.0,3001.0,3001.0,5001.0,5001.0,2501.0,2501.0,5001.0,2501.0,2501.0,1001.0,2501.0,3001.0,3001.0,3001.0,950.0,970.0,496.0
hull,England,4001.0,,,,,5001.0,5001.0,3001.0,5001.0,5001.0,7501.0,5001.0,5001.0,7501.0,5001.0,,5001.0,1001.0,7501.0,5001.0,5001.0,5001.0,950.0,970.0,496.0
aston villa,England,3001.0,,,,,5001.0,10001.0,2001.0,3001.0,5001.0,7501.0,5001.0,3001.0,4001.0,5001.0,,2001.0,1001.0,4001.0,5001.0,7501.0,5001.0,950.0,970.0,496.0
burnley,England,10001.0,,,,,10001.0,10001.0,5001.0,7501.0,7501.0,10001.0,,7501.0,7501.0,10001.0,,10001.0,1001.0,7501.0,7501.0,10001.0,7501.0,950.0,970.0,496.0
crystal palace,England,10001.0,,,,,5001.0,10001.0,4001.0,7501.0,7501.0,10001.0,10001.0,5001.0,7501.0,10001.0,,5001.0,1001.0,7501.0,7501.0,10001.0,7501.0,950.0,970.0,496.0
qpr,England,10001.0,,,,,10001.0,10001.0,5001.0,7501.0,7501.0,10001.0,,7501.0,7501.0,10001.0,,5001.0,1001.0,7501.0,7501.0,10001.0,7501.0,950.0,970.0,496.0
sunderland,England,2501.0,,,,,5001.0,10001.0,3001.0,7501.0,5001.0,10001.0,10001.0,3001.0,7501.0,10001.0,,2501.0,1001.0,7501.0,5001.0,10001.0,5001.0,950.0,970.0,496.0
west brom,England,3501.0,,,,,5001.0,7501.0,3001.0,5001.0,4001.0,10001.0,10001.0,5001.0,4001.0,5001.0,,5001.0,1001.0,4001.0,4001.0,5001.0,4001.0,950.0,970.0,496.0
psg,France,,,,1.17,1.2,1.22,1.17,1.17,1.2,1.2,1.2,,1.2,1.17,,1.2,1.2,,1.17,1.2,,1.2,1.2,1.16,
marseille,France,,,,5.0,6.0,4.75,6.0,6.5,6.0,6.0,6.5,,6.0,5.0,,5.5,6.0,,5.0,6.0,,6.0,5.09,4.88,
monaco,France,,,,34.0,26.0,29.0,34.0,26.0,26.0,34.0,26.0,,26.0,29.0,,34.0,29.0,,29.0,34.0,,34.0,34.0,25.0,
lyon,France,,,,34.0,29.0,34.0,34.0,26.0,29.0,21.0,26.0,,26.0,29.0,,41.0,34.0,,29.0,21.0,,21.0,44.0,42.0,
st etienne,France,,,,51.0,67.0,51.0,67.0,41.0,51.0,67.0,67.0,,67.0,67.0,,81.0,67.0,,67.0,67.0,,67.0,67.0,28.0,
lille,France,,,,81.0,51.0,41.0,67.0,67.0,51.0,101.0,101.0,,51.0,51.0,,41.0,41.0,,51.0,101.0,,101.0,36.0,31.0,
bordeaux,France,,,,101.0,101.0,67.0,101.0,151.0,101.0,151.0,101.0,,101.0,101.0,,81.0,101.0,,101.0,151.0,,151.0,67.0,62.0,
montpellier,France,,,,1001.0,,,1001.0,501.0,751.0,1001.0,1001.0,,,1001.0,,,,,1001.0,1001.0,,1001.0,105.0,97.0,
nantes,France,,,,501.0,,,1001.0,251.0,1001.0,251.0,501.0,,,1001.0,,,,,1001.0,251.0,,251.0,105.0,97.0,
nice,France,,,,1001.0,,,1001.0,501.0,1001.0,1001.0,1001.0,,,1001.0,,,,,1001.0,1001.0,,1001.0,105.0,97.0,
metz,France,,,,1001.0,,,1001.0,501.0,751.0,1001.0,1501.0,,,1001.0,,,,,1001.0,1001.0,,1001.0,105.0,97.0,
toulouse,France,,,,1501.0,,,1501.0,501.0,751.0,1001.0,1501.0,,,1001.0,,,,,1001.0,1001.0,,1001.0,105.0,97.0,
caen,France,,,,1501.0,,,1501.0,1001.0,1001.0,2001.0,2001.0,,,1501.0,,,,,1501.0,2001.0,,2001.0,105.0,97.0,
lorient,France,,,,1001.0,,,1001.0,501.0,1001.0,2001.0,2001.0,,,1001.0,,,,,1001.0,2001.0,,2001.0,105.0,97.0,
bastia,France,,,,1001.0,,,1501.0,1001.0,1501.0,2501.0,2501.0,,,1501.0,,,,,1501.0,2501.0,,2501.0,105.0,97.0,
rennes,France,,,,751.0,,,2501.0,501.0,2001.0,1001.0,501.0,,,1501.0,,,,,1501.0,1001.0,,1001.0,105.0,97.0,
guingamp,France,,,,1501.0,,,2001.0,1001.0,2001.0,5001.0,5001.0,,,1501.0,,,,,1501.0,5001.0,,5001.0,105.0,97.0,
reims,France,,,,1001.0,,,2001.0,1001.0,2001.0,5001.0,5001.0,,,1501.0,,,,,1501.0,5001.0,,5001.0,105.0,97.0,
evian,France,,,,2001.0,,,10001.0,1001.0,5001.0,5001.0,10001.0,,,2501.0,,,,,2501.0,5001.0,,5001.0,105.0,97.0,
lens,France,,,,2001.0,,,10001.0,1001.0,2001.0,5001.0,10001.0,,,2501.0,,,,,2501.0,5001.0,,5001.0,105.0,97.0,
juventus,Italy,1.67,1.67,,1.67,,1.7,1.67,1.73,1.67,1.7,1.67,,1.67,1.67,,1.66,1.7,1.7,1.67,1.7,1.6,1.7,1.72,1.7,
roma,Italy,2.75,2.88,,2.75,,2.35,2.75,2.62,2.62,2.3,2.62,,2.75,2.62,,2.75,2.75,2.5,2.62,2.3,2.6,2.3,2.35,2.3,
napoli,Italy,17.0,17.0,,17.0,,21.0,15.0,15.0,15.0,18.0,15.0,,15.0,17.0,,15.0,15.0,17.7,17.0,18.0,21.0,18.0,21.0,19.4,
ac milan,Italy,34.0,41.0,,29.0,,41.0,26.0,26.0,26.0,30.0,26.0,,29.0,29.0,,26.0,29.0,30.0,29.0,30.0,34.0,30.0,36.0,32.0,
inter,Italy,41.0,21.0,,21.0,,21.0,21.0,21.0,21.0,50.0,26.0,,21.0,21.0,,21.0,17.0,35.0,21.0,50.0,51.0,50.0,143.0,134.0,
fiorentina,Italy,51.0,41.0,,41.0,,41.0,26.0,34.0,34.0,101.0,51.0,,34.0,34.0,,34.0,34.0,72.0,34.0,101.0,201.0,101.0,399.0,349.0,
lazio,Italy,101.0,251.0,,151.0,,251.0,151.0,101.0,151.0,101.0,201.0,,151.0,151.0,,151.0,151.0,130.0,151.0,101.0,67.0,101.0,190.0,180.0,
udinese,Italy,251.0,251.0,,251.0,,201.0,251.0,201.0,251.0,101.0,201.0,,201.0,251.0,,251.0,301.0,251.0,251.0,101.0,501.0,101.0,200.0,186.0,
sampdoria,Italy,501.0,751.0,,501.0,,751.0,751.0,401.0,501.0,151.0,751.0,,1001.0,501.0,,501.0,751.0,401.0,501.0,151.0,501.0,151.0,304.0,252.0,
verona,Italy,501.0,501.0,,501.0,,751.0,1001.0,501.0,501.0,,1001.0,,501.0,751.0,,751.0,751.0,651.0,751.0,,751.0,,675.0,597.0,
parma,Italy,1001.0,1501.0,,1001.0,,1001.0,1001.0,501.0,501.0,,1501.0,,501.0,1001.0,,1501.0,751.0,851.0,1001.0,,1001.0,,760.0,674.0,
genoa,Italy,1001.0,301.0,,751.0,,751.0,1501.0,501.0,751.0,501.0,1501.0,,751.0,751.0,,1001.0,,801.0,751.0,501.0,751.0,501.0,950.0,844.0,
torino,Italy,751.0,1001.0,,751.0,,1001.0,501.0,501.0,751.0,,1501.0,,501.0,751.0,,751.0,751.0,751.0,751.0,,751.0,,950.0,844.0,
atalanta,Italy,751.0,1001.0,,1001.0,,1001.0,1501.0,1001.0,1001.0,,2001.0,,1001.0,1001.0,,1501.0,,901.0,1001.0,,1001.0,,950.0,844.0,
cagliari,Italy,2001.0,1501.0,,1501.0,,1501.0,2001.0,1001.0,1501.0,,2001.0,,1001.0,1501.0,,1501.0,,1001.0,1501.0,,1001.0,,950.0,844.0,
empoli,Italy,1501.0,2001.0,,2001.0,,2001.0,2001.0,1001.0,1001.0,,2001.0,,1001.0,1501.0,,2501.0,,1001.0,1501.0,,1001.0,,950.0,844.0,
sassuolo,Italy,1501.0,2001.0,,1501.0,,2001.0,2501.0,1001.0,2501.0,,3001.0,,1001.0,2501.0,,1501.0,,1001.0,2501.0,,1001.0,,523.0,461.0,
chievo,Italy,2001.0,2001.0,,2001.0,,2001.0,2501.0,1001.0,2001.0,,3001.0,,1001.0,2001.0,,2001.0,,1001.0,2001.0,,1001.0,,950.0,844.0,
palermo,Italy,1001.0,1001.0,,1001.0,,1001.0,1501.0,1001.0,751.0,,4001.0,,1001.0,1501.0,,2001.0,,1001.0,1501.0,,1001.0,,950.0,844.0,
cesena,Italy,1501.0,2501.0,,1501.0,,2501.0,2501.0,1001.0,2501.0,,5001.0,,1001.0,2501.0,,2501.0,,1001.0,2501.0,,1001.0,,950.0,844.0,
celtic,Scotland,,1.05,1.05,1.03,1.05,,1.05,1.05,1.05,1.04,1.05,1.04,1.05,1.05,,,1.05,,1.05,1.04,1.05,1.04,1.1,1.09,
dundee utd,Scotland,,21.0,21.0,21.0,21.0,,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,,,21.0,,21.0,21.0,21.0,21.0,23.0,18.9,
aberdeen,Scotland,,19.0,21.0,21.0,21.0,,17.0,21.0,21.0,21.0,21.0,21.0,17.0,21.0,,,21.0,,21.0,21.0,21.0,21.0,28.0,18.5,
inverness,Scotland,,41.0,51.0,51.0,51.0,,51.0,51.0,41.0,51.0,41.0,51.0,41.0,51.0,,,41.0,,51.0,51.0,51.0,51.0,57.0,48.0,
hamilton,Scotland,,51.0,51.0,51.0,51.0,,67.0,51.0,51.0,51.0,51.0,67.0,51.0,51.0,,,51.0,,51.0,51.0,51.0,51.0,40.0,33.0,
kilmarnock,Scotland,,81.0,126.0,126.0,126.0,,201.0,101.0,101.0,201.0,101.0,151.0,101.0,151.0,,,101.0,,151.0,201.0,151.0,201.0,190.0,142.0,
st johnstone,Scotland,,401.0,401.0,401.0,401.0,,501.0,401.0,251.0,501.0,401.0,501.0,251.0,251.0,,,301.0,,251.0,501.0,501.0,501.0,209.0,190.0,
dundee,Scotland,,401.0,401.0,501.0,401.0,,501.0,501.0,501.0,501.0,601.0,501.0,301.0,501.0,,,501.0,,501.0,501.0,501.0,501.0,295.0,252.0,
partick,Scotland,,501.0,751.0,501.0,751.0,,501.0,501.0,501.0,751.0,1001.0,751.0,501.0,751.0,,,751.0,,751.0,751.0,751.0,751.0,950.0,417.0,
motherwell,Scotland,,501.0,401.0,501.0,401.0,,2501.0,401.0,501.0,501.0,1001.0,751.0,751.0,751.0,,,501.0,,751.0,501.0,751.0,501.0,209.0,184.0,
st mirren,Scotland,,1501.0,1501.0,1001.0,1501.0,,5001.0,1001.0,1001.0,2001.0,1251.0,1001.0,1001.0,1501.0,,,1501.0,,1501.0,2001.0,1501.0,2001.0,950.0,417.0,
