name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,1.02,1.02,1.01,1.02,1.01,1.01,1.05,1.03,1.02,,1.02,1.02,1.02,,,1.02,1.01,,,1.02,,1.03,,1.04,,
bor dortmund,Germany,21.0,17.0,15.0,17.0,15.0,13.0,15.0,13.0,17.0,,15.0,13.0,13.0,,,15.0,13.8,,,15.0,,22.0,,21.0,,
bayer leverkusen,Germany,401.0,201.0,401.0,,401.0,151.0,21.0,251.0,201.0,,201.0,301.0,251.0,,,201.0,221.0,,,251.0,,400.0,,105.0,,
wolfsburg,Germany,501.0,251.0,301.0,,301.0,501.0,21.0,251.0,251.0,,251.0,501.0,501.0,,,251.0,301.0,,,251.0,,500.0,,28.0,,
bor monchengladbach,Germany,751.0,,401.0,,401.0,501.0,81.0,251.0,501.0,,201.0,501.0,251.0,,,251.0,351.0,,,251.0,,801.0,,105.0,,
schalke 04,Germany,1001.0,,751.0,,751.0,751.0,51.0,501.0,751.0,,401.0,501.0,501.0,,,501.0,551.0,,,501.0,,1001.0,,219.0,,
hertha berlin,Germany,1001.0,,501.0,,501.0,1501.0,751.0,251.0,,,251.0,,501.0,,,751.0,551.0,,,501.0,,1001.0,,105.0,,
hamburg,Germany,3001.0,,2501.0,,2501.0,,1001.0,501.0,,,1001.0,,,,,,1001.0,,,,,1001.0,,105.0,,
augsburg,Germany,4001.0,,,,,,1001.0,501.0,,,1001.0,,,,,,1001.0,,,,,1001.0,,95.0,,
eintracht frankfurt,Germany,4501.0,,,,,,751.0,501.0,,,2001.0,,,,,,1001.0,,,,,1001.0,,95.0,,
hannover,Germany,4501.0,,,,,,751.0,501.0,,,3501.0,,,,,,1001.0,,,,,1001.0,,95.0,,
hoffenheim,Germany,4501.0,,,,,,1001.0,501.0,,,3501.0,,,,,,1001.0,,,,,1001.0,,95.0,,
vfb stuttgart,Germany,4501.0,,,,,,1001.0,501.0,,,2001.0,,,,,,1001.0,,,,,1001.0,,95.0,,
werder bremen,Germany,4501.0,,,,,,1501.0,501.0,,,3501.0,,,,,,1001.0,,,,,1001.0,,105.0,,
darmstadt,Germany,4501.0,,,,,,5001.0,501.0,,,3501.0,,,,,,1001.0,,,,,1001.0,,95.0,,
fc koln,Germany,3501.0,,2501.0,,2501.0,,501.0,501.0,,,751.0,,,,,,1001.0,,,5001.0,,1001.0,,95.0,,
ingolstadt,Germany,4501.0,,5001.0,,5001.0,,1501.0,501.0,,,2001.0,,,,,,1001.0,,,,,1001.0,,95.0,,
mainz 05,Germany,2501.0,,2501.0,,2501.0,,751.0,501.0,,,1001.0,,,,,,1001.0,,,5001.0,,1001.0,,95.0,,
barcelona,Spain,1.22,1.2,1.2,1.22,1.2,1.2,1.22,1.22,1.2,1.22,1.2,1.14,1.2,1.2,1.2,1.22,1.22,,1.22,1.2,1.22,1.22,,1.21,1.17,
real madrid,Spain,5.5,6.0,5.0,5.5,5.0,6.0,5.0,5.5,5.0,6.0,5.5,5.5,5.0,5.5,5.5,5.5,5.5,,6.0,5.5,6.0,6.0,,6.51,6.04,
atletico madrid,Spain,13.0,11.0,13.0,13.0,13.0,10.0,11.0,10.0,13.0,12.0,13.0,21.0,11.0,13.0,11.0,13.0,12.0,,12.0,13.0,12.0,10.0,,20.0,18.5,
celta vigo,Spain,501.0,,401.0,,401.0,501.0,501.0,251.0,401.0,751.0,501.0,501.0,,251.0,201.0,251.0,501.0,,751.0,501.0,751.0,551.0,,95.0,151.0,
villarreal,Spain,501.0,251.0,301.0,,301.0,751.0,501.0,501.0,401.0,751.0,501.0,1001.0,,251.0,151.0,501.0,601.0,,751.0,,751.0,551.0,,760.0,742.0,
athletic bilbao,Spain,2001.0,,1001.0,,1001.0,1001.0,,501.0,,1501.0,1001.0,251.0,,751.0,,1001.0,1001.0,,1501.0,,1501.0,,,143.0,267.0,
seville,Spain,501.0,,301.0,,301.0,401.0,201.0,326.0,751.0,1001.0,2001.0,1001.0,,251.0,501.0,301.0,551.0,,1001.0,501.0,1001.0,251.0,,143.0,204.0,
deportivo la coruna,Spain,4501.0,,,,,,5001.0,501.0,,2501.0,1001.0,67.0,,2501.0,,,1001.0,,2501.0,,2501.0,,,143.0,153.0,
eibar,Spain,4501.0,,,,,,5001.0,501.0,,3001.0,5001.0,12.0,,2501.0,,,1001.0,,3001.0,,3001.0,,,143.0,153.0,
valencia,Spain,1001.0,,751.0,,751.0,751.0,501.0,501.0,1001.0,1501.0,5001.0,1001.0,,751.0,1001.0,751.0,901.0,,1501.0,,1501.0,551.0,,409.0,480.0,
levante,Spain,4501.0,,,,,,2501.0,501.0,,5001.0,10001.0,1.33,,2501.0,,,1001.0,,5001.0,,5001.0,,,67.0,917.0,
betis,Spain,4501.0,,,,,,5001.0,501.0,,3001.0,10001.0,11.0,,2501.0,,,1001.0,,3001.0,,3001.0,5501.0,,143.0,153.0,
espanyol,Spain,4501.0,,,,,,1001.0,501.0,,3001.0,10001.0,11.0,,1501.0,,,1001.0,,3001.0,,3001.0,1001.0,,143.0,153.0,
getafe,Spain,4501.0,,,,,,5001.0,501.0,,5001.0,10001.0,4.0,,2501.0,,,1001.0,,5001.0,,5001.0,,,143.0,917.0,
gijon,Spain,4501.0,,,,,,5001.0,501.0,,5001.0,10001.0,2.25,,2501.0,,,1001.0,,5001.0,,5001.0,,,143.0,917.0,
granada,Spain,4501.0,,,,,,5001.0,501.0,,5001.0,10001.0,2.1,,2501.0,,,1001.0,,5001.0,,5001.0,,,143.0,917.0,
rayo vallecano,Spain,3001.0,,,,,,2501.0,501.0,,4001.0,10001.0,3.75,,2501.0,,,1001.0,,4001.0,,4001.0,,,143.0,153.0,
real sociedad,Spain,4001.0,,,,,,1001.0,501.0,,4001.0,10001.0,9.0,,2501.0,,,1001.0,,4001.0,,4001.0,,,143.0,349.0,
ud las palmas,Spain,4501.0,,,,,,5001.0,501.0,,5001.0,10001.0,1.67,,5001.0,,,1001.0,,5001.0,,5001.0,,,143.0,917.0,
malaga,Spain,4501.0,,,,,,501.0,501.0,,4001.0,10001.0,11.0,,1501.0,,,1001.0,,4001.0,,4001.0,551.0,,209.0,213.0,
arsenal,England,2.0,1.91,2.0,2.0,2.0,2.0,2.1,2.1,2.0,2.08,1.85,2.0,2.0,2.0,2.0,2.1,2.0,2.0,2.08,2.15,2.08,2.05,,2.14,,2.19
man city,England,2.88,2.88,2.88,2.8,2.88,2.88,2.75,2.88,2.75,2.95,2.88,2.75,2.88,2.88,2.87,2.88,2.85,2.88,2.95,2.85,2.95,2.9,,2.86,,2.94
leicester,England,12.0,11.0,10.0,11.0,10.0,10.0,10.0,9.0,10.0,11.0,12.0,11.0,11.0,11.0,9.0,11.0,11.0,11.0,11.0,10.0,11.0,12.0,,12.4,,12.9
