name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,1.02,1.04,1.03,1.03,1.03,1.04,1.05,1.04,1.05,1.02,1.03,,,1.05,,1.04,1.05,,1.05,1.02,1.05,1.02,1.05,1.04,
bor dortmund,Germany,51.0,29.0,34.0,34.0,34.0,19.0,17.0,21.0,17.0,50.0,34.0,,,21.0,,19.0,17.0,,21.0,50.0,34.0,50.0,38.0,23.0,
bayer leverkusen,Germany,51.0,29.0,34.0,34.0,34.0,23.0,26.0,34.0,26.0,50.0,26.0,,,26.0,,26.0,26.0,,26.0,50.0,34.0,50.0,44.0,40.0,
vfl wolfsburg,Germany,67.0,67.0,67.0,67.0,67.0,51.0,67.0,67.0,51.0,100.0,51.0,,,67.0,,67.0,51.0,,67.0,100.0,75.0,100.0,105.0,97.0,
bor monchengladbach,Germany,101.0,126.0,126.0,101.0,126.0,81.0,126.0,81.0,101.0,125.0,101.0,,,81.0,,126.0,101.0,,81.0,125.0,41.0,125.0,114.0,97.0,
schalke 04,Germany,101.0,81.0,67.0,81.0,67.0,67.0,81.0,81.0,81.0,150.0,67.0,,,81.0,,81.0,81.0,,81.0,150.0,75.0,150.0,209.0,155.0,
hoffenheim,Germany,151.0,151.0,151.0,126.0,151.0,126.0,126.0,176.0,151.0,200.0,81.0,,,151.0,,151.0,151.0,,151.0,200.0,75.0,200.0,276.0,184.0,
mainz 05,Germany,251.0,501.0,401.0,401.0,401.0,301.0,401.0,501.0,401.0,300.0,301.0,,,401.0,,501.0,351.0,,401.0,300.0,251.0,300.0,504.0,422.0,
hannover 96,Germany,1501.0,,751.0,751.0,751.0,501.0,501.0,501.0,501.0,1000.0,751.0,,,751.0,,1501.0,601.0,,751.0,1000.0,501.0,1000.0,143.0,89.0,
eintracht frankfurt,Germany,1501.0,,1001.0,501.0,1001.0,1001.0,1001.0,251.0,1001.0,500.0,1001.0,,,401.0,,1001.0,601.0,,401.0,500.0,501.0,500.0,162.0,144.0,
fc koln,Germany,1001.0,,1001.0,1001.0,1001.0,751.0,1001.0,501.0,1001.0,1500.0,1001.0,,,1001.0,,1501.0,1001.0,,1001.0,1500.0,751.0,1500.0,950.0,99.0,
hertha berlin,Germany,1501.0,,1001.0,751.0,1001.0,1001.0,1501.0,501.0,1001.0,2000.0,1001.0,,,1001.0,,1001.0,1001.0,,1001.0,2000.0,501.0,2000.0,950.0,844.0,
vfb stuttgart,Germany,1001.0,,1001.0,751.0,1001.0,401.0,1001.0,201.0,301.0,2000.0,1001.0,,,751.0,,1001.0,301.0,,751.0,2000.0,501.0,2000.0,950.0,844.0,
augsburg,Germany,1001.0,,751.0,501.0,751.0,501.0,2001.0,501.0,1001.0,1000.0,751.0,,,751.0,,1001.0,601.0,,751.0,1000.0,501.0,1000.0,950.0,99.0,
paderborn,Germany,1001.0,,1501.0,1001.0,1501.0,1001.0,2501.0,501.0,1001.0,2000.0,751.0,,,751.0,,2001.0,1251.0,,751.0,2000.0,1001.0,2000.0,504.0,99.0,
hamburg,Germany,401.0,,1001.0,501.0,1001.0,501.0,2501.0,301.0,501.0,2000.0,1001.0,,,1001.0,,1001.0,501.0,,1001.0,2000.0,501.0,2000.0,741.0,655.0,
freiburg,Germany,3001.0,,1001.0,1001.0,1001.0,1501.0,2001.0,501.0,1501.0,3500.0,1501.0,,,1001.0,,2001.0,1501.0,,1001.0,3500.0,1001.0,3500.0,950.0,99.0,
werder bremen,Germany,3001.0,,1501.0,1001.0,1501.0,1001.0,2001.0,376.0,1001.0,3500.0,2001.0,,,1001.0,,2001.0,1251.0,,1001.0,3500.0,1001.0,3500.0,950.0,844.0,
barcelona,Spain,1.83,1.83,1.83,1.83,1.83,1.83,1.91,1.83,,1.9,1.75,1.83,,1.83,,1.83,1.85,1.85,1.83,1.9,1.9,1.9,,1.83,
real madrid,Spain,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,,2.1,2.15,2.1,,2.05,,2.1,2.1,2.1,2.05,2.1,2.1,2.1,,2.16,
atletico madrid,Spain,23.0,17.0,17.0,17.0,17.0,19.0,15.0,21.0,,23.0,21.0,17.0,,17.0,,17.0,19.0,20.0,17.0,23.0,17.0,23.0,,7.98,
valencia,Spain,81.0,51.0,67.0,67.0,67.0,67.0,67.0,67.0,,81.0,81.0,67.0,,67.0,,81.0,51.0,76.0,67.0,81.0,51.0,81.0,,43.0,
seville,Spain,151.0,251.0,201.0,151.0,201.0,201.0,251.0,201.0,,151.0,301.0,251.0,,201.0,,151.0,201.0,150.0,201.0,151.0,201.0,151.0,,504.0,
villarreal,Spain,251.0,301.0,251.0,251.0,251.0,251.0,301.0,376.0,,301.0,401.0,,,251.0,,251.0,301.0,201.0,251.0,301.0,251.0,301.0,,844.0,
athletic bilbao,Spain,1501.0,251.0,251.0,251.0,251.0,251.0,251.0,201.0,,1001.0,1501.0,,,301.0,,,301.0,451.0,301.0,1001.0,751.0,1001.0,,844.0,
celta vigo,Spain,1001.0,751.0,751.0,751.0,751.0,1001.0,1001.0,1001.0,,1001.0,1501.0,,,751.0,,,1001.0,951.0,751.0,1001.0,1001.0,1001.0,,844.0,
espanyol,Spain,2501.0,1501.0,1501.0,1501.0,1501.0,2001.0,1501.0,1001.0,,2001.0,2501.0,,,1501.0,,,1751.0,1001.0,1501.0,2001.0,2501.0,2001.0,,844.0,
malaga,Spain,1501.0,1501.0,1501.0,1001.0,1501.0,1501.0,1001.0,1001.0,,1501.0,2501.0,,,1001.0,,,1251.0,1001.0,1001.0,1501.0,1501.0,1501.0,,844.0,
real sociedad,Spain,1001.0,501.0,251.0,501.0,251.0,401.0,501.0,201.0,,1501.0,2501.0,,,1001.0,,751.0,501.0,701.0,1001.0,1501.0,751.0,1501.0,,844.0,
rayo vallecano,Spain,2501.0,1501.0,1501.0,3001.0,1501.0,1501.0,2001.0,1001.0,,2501.0,4001.0,,,2001.0,,,2001.0,1001.0,2001.0,2501.0,2001.0,2501.0,,844.0,
granada,Spain,3001.0,1501.0,1251.0,1501.0,1251.0,1501.0,1501.0,1001.0,,3001.0,5001.0,,,2501.0,,,1501.0,1001.0,2501.0,3001.0,1501.0,3001.0,,844.0,
almeria,Spain,7501.0,3001.0,2501.0,2501.0,2501.0,3001.0,3001.0,1001.0,,4001.0,7501.0,,,2501.0,,,3001.0,1001.0,2501.0,4001.0,3001.0,4001.0,,844.0,
eibar,Spain,7501.0,2001.0,2501.0,3001.0,2501.0,2001.0,4001.0,1001.0,,4001.0,5001.0,,,2501.0,,,3001.0,1001.0,2501.0,4001.0,3001.0,4001.0,,844.0,
getafe,Spain,1001.0,2501.0,1251.0,1001.0,1251.0,2501.0,2501.0,1001.0,,4001.0,7501.0,,,2501.0,,,2501.0,1001.0,2501.0,4001.0,2501.0,4001.0,,844.0,
deportivo la coruna,Spain,7501.0,2001.0,1501.0,1501.0,1501.0,2001.0,5001.0,1001.0,,4001.0,8001.0,,,2501.0,,,2501.0,1001.0,2501.0,4001.0,2501.0,4001.0,,844.0,
elche,Spain,7501.0,2501.0,2501.0,2001.0,2501.0,2501.0,5001.0,1001.0,,5001.0,8001.0,,,2501.0,,,3001.0,1001.0,2501.0,5001.0,5001.0,5001.0,,844.0,
levante,Spain,7501.0,2001.0,2501.0,5001.0,2501.0,2001.0,2001.0,1001.0,,5001.0,8001.0,,,2501.0,,,2501.0,1001.0,2501.0,5001.0,2501.0,5001.0,,844.0,
cordoba,Spain,10001.0,3001.0,4001.0,5001.0,4001.0,,5001.0,1001.0,,5001.0,10001.0,,,5001.0,,,2501.0,1001.0,5001.0,5001.0,5001.0,5001.0,,844.0,
chelsea,England,1.5,1.5,1.5,1.44,1.5,1.5,1.5,1.53,1.5,1.5,1.44,1.5,1.44,1.44,1.44,1.5,1.5,1.5,1.44,1.5,1.53,1.5,1.55,1.54,1.57
man city,England,3.25,3.4,3.25,3.4,3.25,3.2,3.25,3.5,3.25,3.5,3.3,3.5,3.5,3.25,3.25,3.3,3.5,3.3,3.25,3.5,3.4,3.5,3.42,3.47,3.49
man utd,England,26.0,26.0,19.0,23.0,19.0,21.0,26.0,23.0,21.0,23.0,23.0,21.0,21.0,23.0,26.0,21.0,23.0,22.0,23.0,23.0,23.0,23.0,28.0,27.0,28.0
arsenal,England,34.0,34.0,29.0,34.0,29.0,29.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,32.0,34.0,34.0,34.0,34.0,42.0,42.0,41.0
liverpool,England,41.0,34.0,34.0,34.0,34.0,29.0,34.0,34.0,34.0,41.0,34.0,41.0,34.0,34.0,41.0,34.0,34.0,36.0,34.0,41.0,34.0,41.0,44.0,48.0,46.0
tottenham,England,201.0,201.0,201.0,201.0,201.0,151.0,201.0,201.0,201.0,201.0,251.0,201.0,201.0,201.0,201.0,251.0,201.0,151.0,201.0,201.0,201.0,201.0,257.0,243.0,199.0
southampton,England,201.0,251.0,401.0,301.0,401.0,201.0,301.0,251.0,251.0,201.0,401.0,201.0,301.0,301.0,251.0,251.0,301.0,201.0,301.0,201.0,301.0,201.0,238.0,204.0,70.0
everton,England,251.0,251.0,301.0,251.0,301.0,501.0,301.0,201.0,301.0,301.0,401.0,201.0,251.0,301.0,201.0,301.0,201.0,301.0,301.0,301.0,301.0,301.0,475.0,422.0,298.0
swansea,England,2001.0,,2001.0,,2001.0,2001.0,2501.0,1501.0,2001.0,2001.0,2501.0,2001.0,2501.0,2001.0,2501.0,1501.0,2001.0,1001.0,2001.0,2001.0,2001.0,2001.0,950.0,970.0,496.0
leicester,England,1501.0,,4001.0,,4001.0,5001.0,3001.0,3001.0,3001.0,3001.0,5001.0,5001.0,5001.0,3501.0,5001.0,1501.0,5001.0,1001.0,3501.0,3001.0,5001.0,3001.0,950.0,970.0,496.0
newcastle,England,2001.0,,1501.0,,1501.0,5001.0,4001.0,2001.0,2001.0,3001.0,5001.0,5001.0,2501.0,1501.0,5001.0,2001.0,2001.0,1001.0,1501.0,3001.0,2501.0,3001.0,950.0,970.0,496.0
stoke,England,3001.0,,2501.0,,2501.0,3001.0,2501.0,2001.0,2001.0,3001.0,5001.0,2501.0,2501.0,2501.0,3001.0,2501.0,2501.0,1001.0,2501.0,3001.0,2501.0,3001.0,950.0,970.0,496.0
west ham,England,2001.0,,2001.0,,2001.0,3001.0,4001.0,3001.0,2001.0,2001.0,3001.0,2001.0,2501.0,2501.0,3001.0,2501.0,5001.0,1001.0,2501.0,2001.0,2001.0,2001.0,950.0,970.0,496.0
aston villa,England,3001.0,,4001.0,,4001.0,5001.0,7501.0,2001.0,3001.0,5001.0,7501.0,5001.0,3001.0,5001.0,5001.0,2001.0,2001.0,1001.0,5001.0,5001.0,7501.0,5001.0,950.0,970.0,496.0
hull,England,4001.0,,7501.0,,7501.0,5001.0,5001.0,3001.0,5001.0,5001.0,7501.0,5001.0,5001.0,5001.0,5001.0,5001.0,5001.0,1001.0,5001.0,5001.0,5001.0,5001.0,950.0,970.0,496.0
burnley,England,10001.0,,10001.0,,10001.0,10001.0,10001.0,5001.0,5001.0,7501.0,10001.0,,7501.0,7501.0,10001.0,10001.0,10001.0,1001.0,7501.0,7501.0,10001.0,7501.0,950.0,970.0,496.0
qpr,England,10001.0,,7501.0,,7501.0,10001.0,10001.0,5001.0,5001.0,7501.0,10001.0,,7501.0,7501.0,10001.0,5001.0,5001.0,1001.0,7501.0,7501.0,10001.0,7501.0,950.0,970.0,496.0
sunderland,England,2501.0,,7501.0,,7501.0,5001.0,10001.0,3001.0,5001.0,5001.0,10001.0,10001.0,3001.0,7501.0,10001.0,5001.0,2501.0,1001.0,7501.0,5001.0,7501.0,5001.0,950.0,970.0,496.0
west brom,England,3501.0,,4001.0,,4001.0,5001.0,7501.0,3001.0,5001.0,4001.0,10001.0,10001.0,5001.0,5001.0,5001.0,3501.0,5001.0,1001.0,5001.0,4001.0,5001.0,4001.0,950.0,970.0,496.0
crystal palace,England,10001.0,,7501.0,,7501.0,5001.0,10001.0,4001.0,5001.0,7501.0,10001.0,20001.0,5001.0,7501.0,10001.0,7501.0,5001.0,1001.0,7501.0,7501.0,10001.0,7501.0,950.0,970.0,496.0
psg,France,1.22,1.25,1.25,1.2,1.25,1.25,1.25,1.25,1.2,1.28,1.22,1.25,1.22,1.22,,1.25,1.25,,1.22,1.28,1.28,1.28,1.28,1.24,
marseille,France,5.0,5.5,5.0,5.0,5.0,4.5,5.0,5.0,5.5,4.75,5.0,5.0,5.0,4.5,,4.0,5.0,,4.5,4.75,4.0,4.75,4.23,3.91,
monaco,France,34.0,34.0,34.0,34.0,34.0,29.0,34.0,21.0,21.0,34.0,34.0,34.0,34.0,29.0,,26.0,29.0,,29.0,34.0,41.0,34.0,34.0,25.0,
lyon,France,34.0,21.0,34.0,41.0,34.0,41.0,51.0,34.0,41.0,34.0,34.0,67.0,34.0,41.0,,26.0,34.0,,41.0,34.0,31.0,34.0,44.0,42.0,
