name,group,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
barcelona,e,1.13,1.17,,,1.02,1.12,1.1,1.1,1.14,1.13,1.12,1.12,1.1,1.11,1.12,1.1,1.12,1.11,1.13,1.1,1.13,,,,,
bayer leverkusen,e,6.5,6.5,,,1.53,7.0,8.0,9.0,6.5,7.0,7.5,8.0,8.0,8.0,7.0,7.0,7.25,8.0,7.0,8.0,7.0,,,,,
roma,e,21.0,19.0,,,2.5,17.0,17.0,23.0,15.0,18.0,15.0,13.0,15.0,15.0,19.0,21.0,17.0,15.0,18.0,15.0,18.0,,,,,
bate borisov,e,151.0,34.0,,,13.0,41.0,51.0,81.0,501.0,151.0,101.0,67.0,51.0,51.0,101.0,101.0,115.0,51.0,151.0,101.0,151.0,,,,,
bayern munich,f,1.02,1.05,1.02,,1.02,1.01,1.02,1.01,1.02,1.02,1.02,1.02,1.02,1.03,1.01,1.02,1.02,1.03,1.02,1.02,1.02,,,,,
arsenal,f,26.0,17.0,17.0,,17.0,23.0,17.0,34.0,17.0,26.0,17.0,17.0,17.0,15.0,26.0,17.0,23.0,15.0,26.0,17.0,26.0,,,,,
olympiakos,f,34.0,19.0,26.0,,26.0,34.0,17.0,34.0,26.0,26.0,29.0,34.0,21.0,26.0,26.0,26.0,31.0,26.0,26.0,26.0,26.0,,,,,
din zagreb,f,101.0,29.0,34.0,,34.0,51.0,34.0,126.0,26.0,101.0,151.0,41.0,41.0,41.0,101.0,34.0,90.0,41.0,101.0,51.0,101.0,,,,,
chelsea,g,1.8,1.91,1.8,,1.8,1.8,1.8,1.91,1.8,,1.85,1.83,1.8,1.73,1.83,1.8,1.8,1.73,1.72,1.8,1.72,,,,,
porto,g,2.25,2.2,2.25,,2.25,2.25,2.25,2.2,2.25,,2.3,2.25,2.2,2.25,2.25,2.25,2.25,2.25,2.25,2.3,2.25,,,,,
dynamo kiev,g,11.0,10.0,9.0,,9.0,10.0,9.0,9.0,10.0,,8.0,9.0,9.0,9.5,10.0,10.0,10.3,9.5,11.0,9.0,11.0,,,,,
maccabi tel aviv,g,251.0,101.0,201.0,,201.0,201.0,251.0,501.0,251.0,,501.0,251.0,251.0,201.0,251.0,201.0,251.0,201.0,351.0,101.0,351.0,,,,,
zenit,h,1.44,1.44,1.4,,1.4,1.44,1.4,1.36,1.4,1.45,1.36,1.44,1.44,1.44,1.4,1.44,1.45,1.44,1.45,1.42,1.45,,,,,
valencia,h,3.5,3.5,3.5,,3.5,3.2,3.5,3.75,3.5,3.5,3.75,3.4,3.5,3.25,3.25,3.25,3.45,3.25,3.5,3.3,3.5,,,,,
lyon,h,11.0,12.0,12.0,,12.0,12.0,11.0,13.0,11.0,11.0,13.0,11.0,10.0,12.0,13.0,12.0,11.5,12.0,11.0,12.0,11.0,,,,,
gent,h,41.0,34.0,34.0,,34.0,34.0,41.0,51.0,41.0,51.0,41.0,34.0,34.0,41.0,41.0,34.0,44.0,41.0,51.0,51.0,51.0,,,,,
