name,group,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
monaco,c,3.1,3.25,3.0,3.0,3.0,3.1,3.25,3.5,,3.1,3.4,3.0,3.2,3.2,3.75,3.25,3.25,3.1,3.2,3.1,3.0,3.1,3.47,3.33,
benfica,c,13.0,13.0,15.0,13.0,15.0,13.0,15.0,15.0,,15.0,17.0,15.0,11.0,12.0,15.0,13.0,13.0,13.0,12.0,15.0,13.0,15.0,12.4,11.7,
dortmund,d,1.4,1.4,1.36,1.4,1.36,1.4,1.33,1.33,,1.32,1.33,1.4,1.44,1.4,1.29,1.4,1.4,1.4,1.4,1.32,1.35,1.32,1.35,,
arsenal,d,3.2,3.25,3.2,3.1,3.2,3.2,3.25,3.4,,3.5,3.1,2.88,2.88,3.2,3.75,3.2,3.2,3.2,3.2,3.5,3.25,3.5,3.52,,
galatasaray,d,21.0,21.0,26.0,21.0,26.0,21.0,34.0,41.0,,35.0,34.0,21.0,17.0,17.0,34.0,26.0,21.0,20.0,17.0,35.0,19.0,35.0,29.0,,
anderlecht,d,51.0,51.0,51.0,51.0,51.0,51.0,101.0,176.0,,71.0,151.0,51.0,41.0,51.0,151.0,67.0,67.0,50.0,51.0,71.0,51.0,71.0,95.0,,
bayern munich,e,1.22,1.17,1.2,1.2,1.2,1.2,1.17,1.17,,1.16,1.15,1.14,1.25,1.2,1.13,1.2,1.2,1.2,1.2,1.16,1.18,1.16,1.22,,
roma,e,6.0,6.5,6.0,6.0,6.0,6.0,7.0,6.5,,5.0,7.0,8.0,7.0,5.5,8.0,7.0,6.5,6.0,5.5,5.0,6.0,5.0,7.46,,
man city,e,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,,10.0,11.0,8.0,6.0,10.0,12.0,10.0,10.0,11.0,10.0,10.0,9.5,10.0,10.0,,
cska moscow,e,201.0,201.0,201.0,251.0,201.0,201.0,251.0,501.0,,201.0,401.0,501.0,101.0,251.0,501.0,251.0,201.0,151.0,251.0,201.0,501.0,201.0,95.0,,
barcelona,f,1.62,1.67,1.62,1.57,1.62,1.62,1.67,1.62,,1.55,1.62,1.62,1.62,1.62,1.62,1.72,1.65,,1.62,1.55,1.65,1.55,1.67,1.63,
psg,f,2.3,2.25,2.25,2.38,2.25,2.25,2.2,2.3,,2.4,2.25,2.2,2.25,2.25,2.25,2.1,2.2,,2.25,2.4,2.1,2.4,2.31,2.18,
ajax,f,34.0,34.0,29.0,26.0,29.0,26.0,41.0,51.0,,21.0,41.0,34.0,41.0,34.0,34.0,34.0,34.0,,34.0,21.0,51.0,21.0,57.0,42.0,
apoel nicosia,f,126.0,151.0,101.0,126.0,101.0,126.0,251.0,301.0,,126.0,301.0,151.0,251.0,126.0,301.0,101.0,126.0,,126.0,126.0,101.0,126.0,143.0,,
chelsea,g,1.13,1.11,1.11,1.13,1.11,1.1,1.08,1.12,,1.1,1.09,1.1,1.14,1.1,1.08,1.14,1.1,,1.1,1.1,1.1,1.1,1.16,1.13,
schalke 04,g,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.5,,7.0,8.0,7.0,6.0,7.0,8.0,7.0,7.0,,7.0,7.0,7.0,7.0,8.41,7.6,
sporting lisbon,g,19.0,17.0,15.0,17.0,15.0,19.0,26.0,26.0,,15.0,26.0,17.0,15.0,19.0,21.0,15.0,21.0,,19.0,15.0,19.0,15.0,16.2,,
maribor,g,101.0,101.0,101.0,101.0,101.0,101.0,201.0,201.0,,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,,101.0,101.0,101.0,101.0,86.0,,
porto,h,1.5,1.5,1.5,1.53,1.5,1.5,1.44,1.53,,1.55,1.53,1.57,1.5,1.53,1.5,1.53,1.5,,1.53,1.55,1.5,1.55,1.57,,
shakhtar donetsk,h,4.2,4.5,4.33,4.0,4.33,4.2,4.5,4.5,,4.0,4.33,3.75,4.0,4.0,4.0,4.5,4.3,,4.0,4.0,4.0,4.0,4.61,4.4,
athletic bilbao,h,6.0,6.0,6.5,6.0,6.5,6.0,7.0,6.5,,6.0,6.0,6.5,6.0,6.0,6.5,6.0,6.5,,6.0,6.0,6.0,6.0,5.94,,
bate borisov,h,51.0,34.0,21.0,29.0,21.0,26.0,26.0,17.0,,41.0,19.0,15.0,51.0,21.0,21.0,26.0,21.0,,21.0,41.0,26.0,41.0,22.0,,
