name,group,max,min,mean,median,twentyfive,seventyfive
Brazil,a,1.28,1.15,1.2233333333333332,1.22,1.2,1.25
Croatia,a,10.0,5.0,8.3499999999999996,8.5,8.0,9.0
Mexico,a,10.0,5.0,8.3738095238095234,9.0,8.0,9.0
Cameroon,a,34.0,15.0,23.571428571428573,26.0,19.0,26.0
Spain,b,1.83,1.62,1.7355,1.73,1.7,1.8
Netherlands,b,4.0,3.0,3.3235000000000001,3.25,3.2000000000000002,3.3999999999999999
Chile,b,6.0,3.95,5.2585714285714289,5.2000000000000002,5.0,5.5
Australia,b,101.0,26.0,44.571428571428569,34.0,34.0,51.0
Colombia,c,1.83,1.48,1.6528571428571428,1.6699999999999999,1.6200000000000001,1.7
Ivory Coast,c,5.56,4.33,4.9695238095238095,5.0,4.5,5.0700000000000003
Japan,c,6.0,3.35,5.5166666666666666,6.0,5.0,6.0
Greece,c,11.0,5.5,8.3404761904761902,8.0,7.5,9.0
Italy,d,2.75,2.25,2.5642857142857145,2.6000000000000001,2.5,2.6299999999999999
Uruguay,d,3.2,2.55,2.7761904761904761,2.75,2.6499999999999999,2.8500000000000001
England,d,3.5,3.0,3.1861904761904762,3.25,3.1000000000000001,3.25
Costa Rica,d,81.0,15.0,39.976190476190474,35.0,26.0,51.0
France,e,1.91,1.58,1.7338095238095237,1.73,1.6699999999999999,1.8
Switzerland,e,4.04,3.25,3.695238095238095,3.75,3.6000000000000001,3.75
Ecuador,e,5.5,3.4,4.8428571428571434,5.0,4.5,5.5
Honduras,e,34.0,16.5,23.38095238095238,21.0,17.5,26.0
Argentina,f,1.29,1.14,1.2204999999999999,1.22,1.2075,1.25
Bosnia-Herzegovina,f,9.0,5.46,7.2805000000000009,7.25,6.5,8.0
Nigeria,f,12.0,5.7,9.2490476190476194,9.5500000000000007,8.0,10.0
Iran,f,81.0,15.0,33.423809523809524,30.0,26.0,34.0
Germany,g,1.62,1.45,1.5314285714285716,1.53,1.5,1.55
Portugal,g,4.0,2.9,3.6875,3.75,3.75,3.75
USA,g,13.4,6.8,11.216190476190476,11.0,10.0,13.0
Ghana,g,17.0,7.6,11.40952380952381,11.0,10.0,12.0
Belgium,h,1.73,1.4,1.6033333333333335,1.6000000000000001,1.5700000000000001,1.6699999999999999
Russia,h,3.61,2.75,3.0871428571428572,3.0,3.0,3.25
South Korea,h,10.0,5.5,8.8995238095238083,9.0,8.7899999999999991,10.0
Algeria,h,41.0,15.0,25.30952380952381,25.0,23.0,26.0
