name,group,max,min,mean,median
Shakhtar Donetsk,a,2.9,2.9,2.8999999999999999,2.8999999999999999
Juventus,b,1.23,1.23,1.23,1.23
Galatasaray,b,4.23,4.23,4.2300000000000004,4.2300000000000004
Benfica,c,24.0,24.0,24.0,24.0
Schalke 04,e,1.73,1.6,1.6828571428571428,1.7
Basel,e,2.25,2.0,2.0892857142857144,2.0750000000000002
Arsenal,f,1.05,1.01,1.0266666666666666,1.03
Bor Dortmund,f,1.19,1.14,1.1566666666666665,1.1499999999999999
Napoli,f,4.0,3.5,3.8066666666666666,3.75
Zenit St Petersburg,g,1.11,1.07,1.0906666666666667,1.1000000000000001
Porto,g,7.65,6.0,6.6100000000000003,6.5
AC Milan,h,1.2,1.12,1.1453333333333333,1.1399999999999999
Ajax,h,5.5,4.0,5.0246666666666666,5.0
