name,group,max,min,mean,median
atletico madrid,a,1.03,1.03,1.03,1.03
juventus,a,1.19,1.14,1.1599999999999999,1.1599999999999999
olympiakos,a,5.0,4.23,4.7194117647058826,4.75
liverpool,b,1.73,1.57,1.6168421052631579,1.6000000000000001
basel,b,2.4,2.0,2.2242105263157894,2.25
monaco,c,1.48,1.32,1.3811111111111112,1.3999999999999999
zenit,c,3.0,2.55,2.7511111111111108,2.75
bayern munich,e,1.0,1.0,1.0,1.0
man city,e,2.05,1.83,1.9361111111111111,1.9099999999999999
roma,e,2.1,1.9,1.9677777777777778,1.9750000000000001
cska moscow,e,21.0,15.0,16.450000000000003,17.0
sporting lisbon,g,1.44,1.33,1.3766666666666667,1.3700000000000001
schalke 04,g,3.25,2.62,2.8655555555555554,2.8399999999999999
