name,group,max,min,mean,median
atletico madrid,a,1.03,1.03,1.03,1.03
juventus,a,1.19,1.14,1.1599999999999999,1.1599999999999999
olympiakos,a,5.0,4.23,4.7194117647058826,4.75
liverpool,b,1.7,1.57,1.6131578947368421,1.6000000000000001
basel,b,2.4,2.05,2.2377777777777776,2.25
monaco,c,1.45,1.32,1.3772222222222221,1.3999999999999999
zenit,c,3.0,2.55,2.7511111111111108,2.75
bayern munich,e,1.0,1.0,1.0,1.0
man city,e,2.01,1.83,1.9094444444444443,1.8999999999999999
roma,e,2.1,1.86,2.0016666666666669,2.0
cska moscow,e,21.0,13.0,16.116666666666667,16.0
sporting lisbon,g,1.44,1.33,1.3766666666666667,1.3700000000000001
schalke 04,g,3.25,2.62,2.8655555555555554,2.8399999999999999
