name,group,max,min,mean,median
atletico madrid,a,1.03,1.03,1.03,1.03
juventus,a,1.2,1.14,1.158235294117647,1.1499999999999999
olympiakos,a,5.0,3.85,4.6870588235294122,4.75
liverpool,b,1.67,1.5,1.5878947368421052,1.5800000000000001
basel,b,2.5,2.1,2.2721052631578948,2.25
monaco,c,1.42,1.28,1.3794736842105264,1.3999999999999999
zenit,c,3.0,2.52,2.7305263157894735,2.75
bayern munich,e,1.0,1.0,1.0,1.0
man city,e,2.0,1.83,1.8977777777777776,1.8999999999999999
roma,e,2.2,1.91,2.0366666666666666,2.0
cska moscow,e,21.0,12.0,14.938888888888888,15.0
sporting lisbon,g,1.44,1.33,1.3788888888888888,1.3700000000000001
schalke 04,g,3.25,2.62,2.8516666666666666,2.75
