name,group,max,min,mean,median
atletico madrid,a,1.03,1.03,1.03,1.03
juventus,a,1.2,1.14,1.1593333333333333,1.1599999999999999
olympiakos,a,5.0,1.48,4.4873333333333338,4.5
liverpool,b,1.67,1.5,1.6005882352941176,1.6000000000000001
basel,b,2.5,2.1,2.2505882352941176,2.25
monaco,c,1.42,1.28,1.3788235294117646,1.3999999999999999
zenit,c,3.0,2.52,2.7605882352941178,2.75
bayern munich,e,1.0,1.0,1.0,1.0
man city,e,2.0,1.83,1.88375,1.8999999999999999
roma,e,2.2,1.91,2.03125,2.0
cska moscow,e,21.0,12.0,15.56875,15.0
sporting lisbon,g,1.44,1.33,1.3800000000000001,1.3650000000000002
schalke 04,g,3.25,2.62,2.8643749999999999,2.8149999999999999
